"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2011","10","Region10","St. Clair","DD","Start","total_in","Total number of people who telephoned or walked in",271,TRUE
"2011","10","Region10","St. Clair","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","10","Region10","St. Clair","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","10","Region10","St. Clair","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",271,TRUE
"2011","10","Region10","St. Clair","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2011","10","Region10","St. Clair","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",271,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",2,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",9,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",8,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2011","10","Region10","St. Clair","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",263,TRUE
"2011","10","Region10","St. Clair","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",34,TRUE
"2011","10","Region10","St. Clair","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",239,TRUE
"2011","10","Region10","St. Clair","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","10","Region10","St. Clair","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","10","Region10","St. Clair","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","10","Region10","St. Clair","MIA","Start","total_in","Total number of people who telephoned or walked in",1963,TRUE
"2011","10","Region10","St. Clair","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","10","Region10","St. Clair","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",6,TRUE
"2011","10","Region10","St. Clair","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1961,TRUE
"2011","10","Region10","St. Clair","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2011","10","Region10","St. Clair","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1961,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",23,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",567,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",557,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",13,TRUE
"2011","10","Region10","St. Clair","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1516,TRUE
"2011","10","Region10","St. Clair","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",601,TRUE
"2011","10","Region10","St. Clair","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",1235,TRUE
"2011","10","Region10","St. Clair","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","10","Region10","St. Clair","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","10","Region10","St. Clair","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","10","Region10","St. Clair","MIC","Start","total_in","Total number of people who telephoned or walked in",523,TRUE
"2011","10","Region10","St. Clair","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","10","Region10","St. Clair","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","10","Region10","St. Clair","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",523,TRUE
"2011","10","Region10","St. Clair","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2011","10","Region10","St. Clair","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",523,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",11,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",130,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",129,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2011","10","Region10","St. Clair","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",390,TRUE
"2011","10","Region10","St. Clair","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",87,TRUE
"2011","10","Region10","St. Clair","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",355,TRUE
"2011","10","Region10","St. Clair","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","10","Region10","St. Clair","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","10","Region10","St. Clair","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","10","Region10","St. Clair","Other","Start","total_in","Total number of people who telephoned or walked in",792,TRUE
"2011","10","Region10","St. Clair","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",773,TRUE
"2011","10","Region10","St. Clair","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",1,TRUE
"2011","10","Region10","St. Clair","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",20,TRUE
"2011","10","Region10","St. Clair","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",1,TRUE
"2011","10","Region10","St. Clair","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",20,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",6,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",6,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","10","Region10","St. Clair","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",11,TRUE
"2011","10","Region10","St. Clair","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",9,TRUE
"2011","10","Region10","St. Clair","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",3,TRUE
"2011","10","Region10","St. Clair","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","10","Region10","St. Clair","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","10","Region10","St. Clair","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","10","Region10","St. Clair","DD","Start","total_in","Total number of people who telephoned or walked in",237,TRUE
"2012","10","Region10","St. Clair","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","10","Region10","St. Clair","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","10","Region10","St. Clair","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",237,TRUE
"2012","10","Region10","St. Clair","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2012","10","Region10","St. Clair","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",237,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",25,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",24,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2012","10","Region10","St. Clair","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",219,TRUE
"2012","10","Region10","St. Clair","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",19,TRUE
"2012","10","Region10","St. Clair","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",208,TRUE
"2012","10","Region10","St. Clair","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","10","Region10","St. Clair","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","10","Region10","St. Clair","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","10","Region10","St. Clair","MIA","Start","total_in","Total number of people who telephoned or walked in",1862,TRUE
"2012","10","Region10","St. Clair","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","10","Region10","St. Clair","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",7,TRUE
"2012","10","Region10","St. Clair","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1860,TRUE
"2012","10","Region10","St. Clair","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2012","10","Region10","St. Clair","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1860,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",15,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",548,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",534,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",14,TRUE
"2012","10","Region10","St. Clair","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1432,TRUE
"2012","10","Region10","St. Clair","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",614,TRUE
"2012","10","Region10","St. Clair","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",1142,TRUE
"2012","10","Region10","St. Clair","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",30,TRUE
"2012","10","Region10","St. Clair","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",30,TRUE
"2012","10","Region10","St. Clair","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","10","Region10","St. Clair","MIC","Start","total_in","Total number of people who telephoned or walked in",509,TRUE
"2012","10","Region10","St. Clair","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","10","Region10","St. Clair","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","10","Region10","St. Clair","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",509,TRUE
"2012","10","Region10","St. Clair","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2012","10","Region10","St. Clair","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",509,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",7,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",133,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",133,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","10","Region10","St. Clair","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",394,TRUE
"2012","10","Region10","St. Clair","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",92,TRUE
"2012","10","Region10","St. Clair","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",348,TRUE
"2012","10","Region10","St. Clair","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","10","Region10","St. Clair","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","10","Region10","St. Clair","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","10","Region10","St. Clair","Other","Start","total_in","Total number of people who telephoned or walked in",712,TRUE
"2012","10","Region10","St. Clair","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",695,TRUE
"2012","10","Region10","St. Clair","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",1,TRUE
"2012","10","Region10","St. Clair","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",17,TRUE
"2012","10","Region10","St. Clair","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",1,TRUE
"2012","10","Region10","St. Clair","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",17,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",6,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",6,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","10","Region10","St. Clair","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",9,TRUE
"2012","10","Region10","St. Clair","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",5,TRUE
"2012","10","Region10","St. Clair","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",4,TRUE
"2012","10","Region10","St. Clair","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","10","Region10","St. Clair","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","10","Region10","St. Clair","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2013","10","Region10","St. Clair","DD","Start","total_in","Total number of people who telephoned or walked in",214,TRUE
"2013","10","Region10","St. Clair","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2013","10","Region10","St. Clair","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2013","10","Region10","St. Clair","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",214,TRUE
"2013","10","Region10","St. Clair","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2013","10","Region10","St. Clair","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",214,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",36,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",13,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",12,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2013","10","Region10","St. Clair","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",198,TRUE
"2013","10","Region10","St. Clair","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",25,TRUE
"2013","10","Region10","St. Clair","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",178,TRUE
"2013","10","Region10","St. Clair","DD","Waiting","waiting","Eligible persons who were put on a waiting list",2,TRUE
"2013","10","Region10","St. Clair","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","10","Region10","St. Clair","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",2,TRUE
"2013","10","Region10","St. Clair","MIA","Start","total_in","Total number of people who telephoned or walked in",1751,TRUE
"2013","10","Region10","St. Clair","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2013","10","Region10","St. Clair","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",19,TRUE
"2013","10","Region10","St. Clair","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1744,TRUE
"2013","10","Region10","St. Clair","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",2,TRUE
"2013","10","Region10","St. Clair","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1744,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",772,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",20,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",496,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",486,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",13,TRUE
"2013","10","Region10","St. Clair","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1357,TRUE
"2013","10","Region10","St. Clair","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",570,TRUE
"2013","10","Region10","St. Clair","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",1088,TRUE
"2013","10","Region10","St. Clair","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",93,TRUE
"2013","10","Region10","St. Clair","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",24,TRUE
"2013","10","Region10","St. Clair","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",69,TRUE
"2013","10","Region10","St. Clair","MIC","Start","total_in","Total number of people who telephoned or walked in",512,TRUE
"2013","10","Region10","St. Clair","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2013","10","Region10","St. Clair","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",2,TRUE
"2013","10","Region10","St. Clair","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",511,TRUE
"2013","10","Region10","St. Clair","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2013","10","Region10","St. Clair","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",511,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",190,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",10,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",129,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",129,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2013","10","Region10","St. Clair","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",389,TRUE
"2013","10","Region10","St. Clair","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",90,TRUE
"2013","10","Region10","St. Clair","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",340,TRUE
"2013","10","Region10","St. Clair","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","10","Region10","St. Clair","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","10","Region10","St. Clair","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2013","10","Region10","St. Clair","Other","Start","total_in","Total number of people who telephoned or walked in",692,TRUE
"2013","10","Region10","St. Clair","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",631,TRUE
"2013","10","Region10","St. Clair","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",2,TRUE
"2013","10","Region10","St. Clair","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",65,TRUE
"2013","10","Region10","St. Clair","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",32,TRUE
"2013","10","Region10","St. Clair","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",65,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",34,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",11,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",10,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2013","10","Region10","St. Clair","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",22,TRUE
"2013","10","Region10","St. Clair","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",8,TRUE
"2013","10","Region10","St. Clair","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",15,TRUE
"2013","10","Region10","St. Clair","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","10","Region10","St. Clair","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","10","Region10","St. Clair","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","10","Region10","St. Clair","DD","Start","total_in","Total number of people who telephoned or walked in",220,TRUE
"2014","10","Region10","St. Clair","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2014","10","Region10","St. Clair","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2014","10","Region10","St. Clair","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",220,TRUE
"2014","10","Region10","St. Clair","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2014","10","Region10","St. Clair","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",220,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",1,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",13,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",13,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2014","10","Region10","St. Clair","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",204,TRUE
