CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Tuscola,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Physical Therapy,,97161,,Encounter,13,13,2708.62,2708.62,9979481.37,258
Tuscola,Physical Therapy,,97162,,Encounter,1,1,220.61,220.61,9979481.37,258
Tuscola,Physical Therapy,,97163,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Physical Therapy,,97164,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Occupational Therapy,,97165,,Encounter,38,38,17320.74,17320.74,9979481.37,258
Tuscola,Occupational Therapy,,97166,,Encounter,9,9,4350.91,4350.91,9979481.37,258
Tuscola,Occupational Therapy,,97167,,Encounter,1,1,511.06,511.06,9979481.37,258
Tuscola,Occupational Therapy,,97168,,Encounter,5,5,1657.49,1657.49,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,9979481.37,258
Tuscola,Assessment or Health Services,,97802,,15 Minutes,10,28,3060.09,3060.09,9979481.37,258
Tuscola,Assessment or Health Services,,97803,,15 Minutes,1,2,146.41,146.41,9979481.37,258
Tuscola,Health Services,,97804,,30 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,9979481.37,258
Tuscola,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Established Patient Evaluation and Management,,99212,,Encounter,55,122,23811.74,120130.29,9979481.37,258
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Established Patient Evaluation and Management,,99213,,Encounter,106,297,66181.16,279455.32,9979481.37,258
Tuscola,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Established Patient Evaluation and Management,,99214,,Encounter,47,90,32205.45,187591.35,9979481.37,258
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Established Patient Evaluation and Management,,99215,,Encounter,11,23,13812.61,121568.58,9979481.37,258
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,115.11,253.24,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99222,,50 Minutes,2,4,696.49,13208.44,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,497.11,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99231,,15 Minutes,4,115,2362.47,15534.04,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99232,,25 minutes,4,28,1454.46,24968.78,9979481.37,258
Tuscola,Additional Codes-Physician Services,,99233,,35 Minutes,3,4,480.89,4332.41,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,9979481.37,258
Tuscola,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99324,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99325,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99326,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99327,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99328,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99334,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99335,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99336,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99337,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99341,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99342,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99343,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99344,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99345,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99347,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99348,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99349,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment,,99350,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Medication Administration,,99506,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Medication Management,,99605,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0080,,Per mile,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0090,,Per mile,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0100,,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0110,,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0120,,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0130,,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0140,,Per one-way trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,A0170,,,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,9979481.37,258
Tuscola,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,9979481.37,258
Tuscola,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,9979481.37,258
Tuscola,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,30354.07,9979481.37,258
Tuscola,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Assessment ,,H0002,,Encounter,0,0,0,412.88,9979481.37,258
Tuscola,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,9979481.37,258
Tuscola,Crisis Residential Services,,H0018,,Day,0,0,0,796.97,9979481.37,258
Tuscola,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,9979481.37,258
Tuscola,Assessment ,,H0031,,Encounter,124,100,34389.64,240896.49,9979481.37,258
Tuscola,Assessment for Autism,,H0031,U5,Encounter,28,28,29485.48,50055.3,9979481.37,258
Tuscola,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,51,51,20300.86,20300.86,9979481.37,258
Tuscola,Treatment Planning,,H0032,,Encounter,84,130,34927.49,123282.5,9979481.37,258
Tuscola,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,90,503,118907.35,122864.56,9979481.37,258
Tuscola,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,9979481.37,258
Tuscola,Health Services,,H0034,,15 Minutes,0,0,0,279.44,9979481.37,258
Tuscola,Home Based Services,,H0036,,15 Minutes,0,0,0,1906684.41,9979481.37,258
Tuscola,Home Based Services,,H0036,ST,15 Minutes,0,0,0,68640.93,9979481.37,258
Tuscola,Peer Directed and Operated Support Services,,H0038,,15 minutes,1,13,649.66,1081.66,9979481.37,258
Tuscola,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Peer Directed and Operated Support Services,,NA,,,0,0,0,76563,9979481.37,258
Tuscola,Assertive Community Treatment (ACT),,H0039,,15 Minutes,1,93,8004.53,360978.16,9979481.37,258
Tuscola,Community Living Supports in Independent living/own home,,H0043,,Per diem,18,5371,1412203.88,1417328.95,9979481.37,258
Tuscola,Respite,,H0045,,Day,6,49,4247.13,12537.04,9979481.37,258
Tuscola,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Behavior Treatment Plan Review,,H2000,,Encounter,45,168,32486.75,35193.98,9979481.37,258
Tuscola,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0,9979481.37,258
Tuscola,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,9979481.37,258
Tuscola,Crisis Intervention,,H2011,,15 Minutes,1,4,750.69,24960.29,9979481.37,258
Tuscola,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,78,182464,1330428.68,1385833.04,9979481.37,258
Tuscola,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Community Living Supports (15 Minutes),,H2015,,15 Minutes,8,56014,186356.48,187276.02,9979481.37,258
Tuscola,Community Living Supports (Daily),,H2016,,Per Diem,68,21204,3537953.91,4049105.31,9979481.37,258
Tuscola,Behavior Services,,H2019,,15 Minutes,1,31,2652.92,64269.17,9979481.37,258
Tuscola,Behavior Services,,H2019,TT,15 Minutes,0,0,0,12066.52,9979481.37,258
Tuscola,Wraparound,,H2021,,15 Minutes,0,0,0,2233.24,9979481.37,258
Tuscola,Supported Employment Services,,H2023,,15 minutes,21,1104,13792.63,19102.29,9979481.37,258
Tuscola,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,9800.56,9979481.37,258
Tuscola,Home Based Services,,H2033,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,9979481.37,258
Tuscola,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Telemedicine Facility Fee,,Q3014,GT,Per Service,71,291,13211.83,73686.55,9979481.37,258
Tuscola,Transportation,,S0209,,Per Mile,0,0,0,0,9979481.37,258
Tuscola,Transportation,,S0215,,Per Mile,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,9979481.37,258
Tuscola,Family Training - EBP,,S5110,,15 Minutes,0,0,0,4819.93,9979481.37,258
Tuscola,Family Training,,S5111,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Family Training,,S5111,HA,Encounter,0,0,0,0,9979481.37,258
Tuscola,Family Training,,S5111,HM,Encounter,0,0,0,2409.97,9979481.37,258
Tuscola,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Foster Care,,S5140,,Day,0,0,0,0,9979481.37,258
Tuscola,Foster Care,,S5145,,Day,0,0,0,0,9979481.37,258
Tuscola,Respite,,S5150,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Respite,,S5151,,Per Diem,0,0,0,0,9979481.37,258
Tuscola,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,9979481.37,258
Tuscola,Environmental Modification ,,S5165,,Service,0,0,0,0,9979481.37,258
Tuscola,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,9979481.37,258
Tuscola,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,S9123,,Hour,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,S9124,,Hour,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,9979481.37,258
Tuscola,Health Services,,S9445,,Encounter,0,0,0,105.82,9979481.37,258
Tuscola,Health Services,,S9446,,Encounter,0,0,0,105.82,9979481.37,258
Tuscola,Health Services,,S9470,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,9979481.37,258
Tuscola,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,9979481.37,258
Tuscola,Residential Room and Board,,S9976,,Day,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,9979481.37,258
Tuscola,Private Duty Nursing,,T1000,TE,Up to 15 min,1,16765,230906.2,230906.2,9979481.37,258
Tuscola,Assessment,,T1001,,Encounter,63,63,25995.31,29151.69,9979481.37,258
Tuscola,Health Services,,T1002,,Up to 15 min,74,1254,173634.96,182994.66,9979481.37,258
Tuscola,Respite Care,,T1005,,15 Minutes,18,3511,9356.05,12919.53,9979481.37,258
Tuscola,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,3787.09,9979481.37,258
Tuscola,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,226,5610,784815.74,1422070.4,9979481.37,258
Tuscola,Targeted Case Management ,,T1017,,15 minutes,3,117,10575.88,103565.4,9979481.37,258
Tuscola,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,7767.83,9979481.37,258
Tuscola,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,67,21069,913131.5,1048284.15,9979481.37,258
Tuscola,Assessments,,T1023,,Encounter,8,11,8687.29,111232.45,9979481.37,258
Tuscola,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,9979481.37,258
Tuscola,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,16,202,5748.37,5876.48,9979481.37,258
Tuscola,Transportation,,T2001,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Transportation,,T2002,,Per Diem,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,9979481.37,258
Tuscola,Transportation,,T2003,,Encounter / Trip,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,9979481.37,258
Tuscola,Transportation,,T2004,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Transportation,,T2005,,Encounter,0,0,0,0,9979481.37,258
Tuscola,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,9979481.37,258
Tuscola,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,9979481.37,258
Tuscola,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,9979481.37,258
Tuscola,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,9979481.37,258
Tuscola,Fiscal Intermediary Services,,T2025,,Month,57,587,12792.47,17738.77,9979481.37,258
Tuscola,Enhanced Medical Equipment-Supplies,,T2028,,Item,1,1,213.26,213.26,9979481.37,258
Tuscola,Enhanced Medical Equipment-Supplies,,T2029,,Item,7,7,15280.86,15280.86,9979481.37,258
Tuscola,Respite Care,,T2036,,Per session. One night = one session,12,97,8545.34,15669.09,9979481.37,258
Tuscola,Respite Care,,T2037,,Per session. One day/partial day = one session,2,10,309.02,677.14,9979481.37,258
Tuscola,Housing Assistance,,T2038,,Service,0,0,0,0,9979481.37,258
Tuscola,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,9979481.37,258
Tuscola,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,9979481.37,258
Tuscola,Wraparound Services,,T5999,,Per Item,0,0,0,0,9979481.37,258
Tuscola,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,1426.3,9979481.37,258
Tuscola,Other,,,,,0,0,0,0,9979481.37,258
Tuscola,Aggregate for 'J' Codes,,ALL,,,0,0,0,51.74,9979481.37,258
Van Buren,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,1,20,21968.32,125000.14,11867856.67,349
Van Buren,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,0,0,0,0,11867856.67,349
Van Buren,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,11867856.67,349
Van Buren,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,11867856.67,349
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,2,40,50811.84,514027.98,11867856.67,349
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,11867856.67,349
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,3,25,25079.54,223621.62,11867856.67,349
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,11867856.67,349
Van Buren,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,11867856.67,349
Van Buren,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,ECT Anesthesia,370,,,,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,11867856.67,349
Van Buren,ECT Recovery Room,710,,,,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Crisis Observation Care,762,,,Hour,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,11867856.67,349
