CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,,,,,,,,,,,
,Additional Codes-Physician Services,,99224,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99225,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99226,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99231,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99232,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99233,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99324,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99325,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99326,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99327,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99328,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99334,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99335,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99336,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99337,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99341,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99342,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99343,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99344,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99345,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99347,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99348,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99349,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99350,,50 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Administration,,99506,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Management,,99605,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0080,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0090,,25 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0100,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Sanilac,,,,,,,,,,,
,Substance Abuse: Transportation,,A0100,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0120,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0130,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0140,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0170,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Transportation,,A0425,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Transportation,,A0427,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,E1399,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training/Support EBP only,,G0177,,Encounter,3.00,10.00,$875.00,292,88,3
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,G0409,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment ,,H0002,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0003,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,0906,H0015,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Residential Services,,H0018,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0018,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0019,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,H0025,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H0030,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment ,,H0031,,Encounter,288.00,316.00,"$117,482.00",408,372,1
,,,,,,,,,,,
,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Treatment Planning,,H0032,,Encounter,223.00,381.00,"$104,231.00",467,274,2
,,,,,,,,,,,
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,1.00,1.00,$150.00,150,150,1
,,,,,,,,,,,
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,H0034,,Encounter,41.00,136.00,"$31,945.00",779,235,3
,,,,,,,,,,,
,Home Based Services,,H0036,,Encounter,11.00,"1,189.00","$47,481.00",4316,40,108
,,,,,,,,,,,
,Home Based Services,,H0036,ST,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0038,,Encounter,108.00,"5,683.00","$185,647.00",1719,33,53
,,,,,,,,,,,
Sanilac,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,H0038,TF,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,NA,,Encounter,0.00,0.00,"$101,375.00",0,0,0
,,,,,,,,,,,
,Assertive Community Treatment (ACT),,H0039,,Encounter,50.00,"8,394.00","$675,555.00",13511,80,168
,,,,,,,,,,,
,Community Living Supports in Independent living/own home,,H0043,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,H0045,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0046,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review,,H2000,,Encounter,4.00,14.00,$902.00,225,64,4
,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Comprehensive Medication Services - EBP only,,H2010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2011,,Encounter,69.00,332.00,"$38,517.00",558,116,5
,,,,,,,,,,,
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,Encounter,135.00,"50,813.00","$274,596.00",2034,5,376
,,,,,,,,,,,
,Community Living Supports (15 Minutes),,H2015,,Encounter,59.00,"17,263.00","$110,017.00",1865,6,293
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TF,15 Minutes,7.00,679.00,"$40,134.00",5733,59,97
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TG,Per mile,17.00,"3,755.00","$480,950.00",28291,128,221
,,,,,,,,,,,
,Behavior Services,,H2019,,Per mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2020,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound,,H2021,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,TT,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supported Employment Services,,H2023,,Per one-way trip,8.00,143.00,"$1,358.00",170,9,18
,,,,,,,,,,,
,Mental Health Therapy,,H2027,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H2033,,Items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Encounter Session at least 45 min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Review ,,M0064,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0209,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0215,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,S0215,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training - EBP,,S5110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HA,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HM,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Sanilac,,,,,,,,,,,
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5150,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5151,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5161,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Environmental Modification ,,S5165,,Face to Face Contact,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,S5199,,Per Service,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9445,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9446,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9470,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,S9482,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Residential Room and Board,,S9976,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TE,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,T1001,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,T1002,,15 Minutes,564.00,"2,136.00","$163,932.00",291,77,4
,,,,,,,,,,,
,Respite Care,,T1005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TD,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TE,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Child Sitting Services,,T1009,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,T1012,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Psycho-Education - EBP,,T1015,,Per Diem,1.00,3.00,$631.00,631,210,3
,,,,,,,,,,,
,Supports Coordination/Wrap Facilitation,,T1016,,Per Diem,413.00,"9,076.00","$862,816.00",2089,95,22
,,,,,,,,,,,
,Targeted Case Management ,,T1017,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Nursing Home Mental Health Monitoring,,T1017,SE,15 Minutes,3.00,35.00,"$5,047.00",1682,144,12
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,,15 Minutes,20.00,"3,531.00","$86,730.00",4337,25,177
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,15 Minutes,2.00,607.00,"$29,424.00",14712,48,304
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,1.00,296.00,"$18,197.00",18197,61,296
,,,,,,,,,,,
,Assessments,,T1023,,15 Minutes,80.00,91.00,"$65,673.00",821,722,1
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T1027,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Supplies or Pharmacy,,T1999,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2001,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2001,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Sanilac,,,,,,,,,,,
,Transportation,,T2003,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2003,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2004,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2004,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2005,,"Encounter Face-to-Face, generally less than 10 minutes",0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2005,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T2024,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Fiscal Intermediary Services,,T2025,,15 Minutes,1.00,12.00,"$1,621.00",1621,135,12
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2028,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2029,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,T2034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2036,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2037,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Housing Assistance,,T2038,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2039,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Goods and Services ,,T5999,HK,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound Services,,T5999,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Pharmacy (Drugs and Other Biologicals),,,,Encounter,0.00,0.00,"$420,917.00",0,0,0
,,,,,,,,,,,
,Other,,,,Month,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Aggregate for 'J' Codes,,ALL,,Service,0.00,0.00,$0.00,0,0,0
Shiawassee,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,3.00,233.00,"$138,635.00",46212,595,78
,,,,,,,,,,,
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,0100,,PT65,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,7.00,62.00,"$55,444.00",7921,894,9
,,,,,,,,,,,
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,150.00,"1,191.00","$792,787.00",5285,666,8
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Anesthesia,0370,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Recovery Room,0710,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of units,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - EEG,0740,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Observation Care,0762,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Facility Charge,0901,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0912,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0913,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,,00104,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,0901,00104,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80100,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80101,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Shiawassee,,,,,,,,,,,
,Interactive Complexity - Add On Code,,90785,,Per Screen,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,"90791
",,,44.00,44.00,"$18,520.00",421,421,1
,,,,,,,,,,,
,Assessment,,90792,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90832,,Encounter,79.00,141.00,"$18,686.00",237,133,2
,,,,,,,,,,,
,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90833,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90834,,Encounter,255.00,"1,520.00","$268,610.00",1053,177,6
,,,,,,,,,,,
,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90836,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90837,,Encounter 20-30 Min,163.00,535.00,"$99,841.00",613,187,3
,,,,,,,,,,,
,Substance abuse: Outpatient Care,,90837,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90838,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychotherapy for Crisis First 60 Minutes,,90839,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90846,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90847,,Encounter 75-80 Min,1.00,8.00,"$1,858.00",1858,232,8
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90849,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90849,HS,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Group Therapy,,90853,,Encounter 20-30 Min,66.00,496.00,"$33,622.00",509,68,8
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Physician,,90870,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Physician,0901,90870,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments-Other,,90887,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy (Retired 1/1/14),,92506,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92507,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92508,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92521,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92522,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92523,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
