CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Unique Consumers
Shiawassee,Assessment for Autism,,96102,U5,Hour,0,0,0,0,337
Shiawassee,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,337
Shiawassee,Assessments-Other,,96105,,Encounter,0,0,0,0,337
Shiawassee,Assessments-Other,,96110,,Encounter,0,0,0,0,337
Shiawassee,Assessments-Other,,96111,,Encounter,0,0,0,0,337
Shiawassee,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,337
Shiawassee,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,337
Shiawassee,Assessment for Autism,,96118,U5,Hour,0,0,0,0,337
Shiawassee,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,337
Shiawassee,Assessment for Autism,,96119,U5,Hour,0,0,0,0,337
Shiawassee,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,337
Shiawassee,Assessments-Other,,96127,,,0,0,0,0,337
Shiawassee,Medication Administration,,96372,,Encounter,2,19,970.79,23298.9,337
Shiawassee,Physical Therapy,,97001,,Encounter,0,0,0,0,337
Shiawassee,Physical Therapy,,97002,,Encounter,0,0,0,0,337
Shiawassee,Occupational Therapy,,97003,,Encounter,15,15,5236.5,8378.4,337
Shiawassee,Occupational Therapy,,97004,,Encounter,1,1,2170,2170,337
Shiawassee,Occupational or Physical Therapy,,97110,,15 Minutes,15,300,17515.07,25572,337
Shiawassee,Occupational or Physical Therapy,,97112,,15 Minutes,18,549,31346.13,35400,337
Shiawassee,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97530,,15 Minutes,15,406,20132.42,29828.54,337
Shiawassee,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97533,,15 Minutes,18,578,28390.69,40670.4,337
Shiawassee,Occupational or Physical Therapy,,97535,,15 Minutes,16,362,19348.1,24158.4,337
Shiawassee,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,337
Shiawassee,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,337
Shiawassee,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,337
Shiawassee,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,337
Shiawassee,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,337
Shiawassee,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,337
Shiawassee,Health Services,,97804,,30 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,337
Shiawassee,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99201,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,337
Shiawassee,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99202,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,337
Shiawassee,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99203,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,337
Shiawassee,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99204,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,337
Shiawassee,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99205,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,337
Shiawassee,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99211,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,337
Shiawassee,Established Patient Evaluation and Management,,99212,,Encounter,15,70,4516.61,19615,337
Shiawassee,Assessment for Autism,,99212,U5,Encounter,1,2,280,280,337
Shiawassee,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,337
Shiawassee,Established Patient Evaluation and Management,,99213,,Encounter,53,107,11730,104604.44,337
Shiawassee,Assessment for Autism,,99213,U5,Encounter,0,0,0,0,337
Shiawassee,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,337
Shiawassee,Established Patient Evaluation and Management,,99214,,Encounter,61,152,20626.45,158020.23,337
Shiawassee,Assessment for Autism,,99214,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,337
Shiawassee,Established Patient Evaluation and Management,,99215,,Encounter,8,10,3114.79,15149.75,337
Shiawassee,Assessment for Autism,,99215,U5,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,337
Shiawassee,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,345.23,337
Shiawassee,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,4794.03,337
Shiawassee,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,337
Shiawassee,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,337
Shiawassee,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,337
Shiawassee,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,337
Shiawassee,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,4294.95,337
Shiawassee,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,7878.49,337
Shiawassee,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,2657.04,337
Shiawassee,Physician Consultations,,99241,,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99242,,30 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99243,,40 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99244,,60 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99245,,80 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99251,,20 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99252,,40 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99253,,55 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99254,,80 Minutes,0,0,0,0,337
Shiawassee,Physician Consultations,,99255,,110 Minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,337
Shiawassee,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,337
Shiawassee,Assessment,,99324,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99324,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99325,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99325,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99326,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99326,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99327,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99327,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99328,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99328,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99334,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99334,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99335,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99335,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99336,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99336,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99337,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99337,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99341,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99341,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99342,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99342,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99343,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99343,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99344,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99344,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99345,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99345,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99347,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99347,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99348,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99348,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99349,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99349,U5,Encounter,0,0,0,0,337
Shiawassee,Assessment,,99350,,Encounter,0,0,0,0,337
Shiawassee,Assessment for Autism,,99350,U5,Encounter,0,0,0,0,337
Shiawassee,Medication Administration,,99506,,Encounter,0,0,0,0,337
Shiawassee,Medication Management,,99605,,15 Minutes,0,0,0,0,337
Shiawassee,Transportation,,A0080,,Per mile,0,0,0,0,337
Shiawassee,Transportation,,A0090,,Per mile,0,0,0,0,337
Shiawassee,Transportation,,A0100,,Per one-way trip,0,0,0,0,337
Shiawassee,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,337
Shiawassee,Transportation,,A0110,,Per one-way trip,0,0,0,0,337
Shiawassee,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,337
Shiawassee,Transportation,,A0120,,Per one-way trip,0,0,0,0,337
Shiawassee,Transportation,,A0130,,Per one-way trip,0,0,0,0,337
Shiawassee,Transportation,,A0140,,Per one-way trip,0,0,0,0,337
Shiawassee,Transportation,,A0170,,,0,0,0,0,337
Shiawassee,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,337
Shiawassee,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,337
Shiawassee,Enhanced Medical Equipment-Supplies,,E1399,,Item,5,5,1684,1684,337
Shiawassee,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0,337
Shiawassee,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,8089,337
Shiawassee,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,337
Shiawassee,Assessment ,,H0002,,Encounter,56,59,11366.65,115593.01,337
Shiawassee,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,337
Shiawassee,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,337
Shiawassee,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,337
Shiawassee,Crisis Residential Services,,H0018,,Day,0,0,0,0,337
Shiawassee,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,3780,337
Shiawassee,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,337
Shiawassee,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,337
Shiawassee,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,337
Shiawassee,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,337
Shiawassee,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,337
Shiawassee,Assessment ,,H0031,,Encounter,151,168,83456.93,307808.62,337
Shiawassee,Assessment for Autism,,H0031,U5,Encounter,26,49,14210,15950,337
Shiawassee,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,337
Shiawassee,Treatment Planning,,H0032,,Encounter,67,132,18948.02,72934.5,337
Shiawassee,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,9,18,2840.8,10737.39,337
Shiawassee,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,337
Shiawassee,Health Services,,H0034,,15 Minutes,0,0,0,0,337
Shiawassee,Home Based Services,,H0036,,15 Minutes,4,200,18840.38,779375.38,337
Shiawassee,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0,337
Shiawassee,Peer Directed and Operated Support Services,,H0038,,15 minutes,4,447,19018.38,136617.49,337
Shiawassee,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,337
Shiawassee,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,337
Shiawassee,Assertive Community Treatment (ACT),,H0039,,15 Minutes,3,132,16810.45,518044.69,337
Shiawassee,Community Living Supports in Independent living/own home,,H0043,,Per diem,28,7147,729977.25,870951,337
Shiawassee,Respite,,H0045,,Day,1,2,702,702,337
Shiawassee,Peer Directed and Operated Support Services,,H0046,,Encounter,3,32,1370,1370,337
Shiawassee,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,337
Shiawassee,Behavior Treatment Plan Review,,H2000,,Encounter,53,146,53953.72,60236,337
Shiawassee,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,31,151,28436.77,30320,337
Shiawassee,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,337
Shiawassee,Crisis Intervention,,H2011,,15 Minutes,18,75,5020.08,70615.79,337
Shiawassee,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,337
Shiawassee,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,143,298122,2369558.69,2502714.6,337
Shiawassee,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,0,337
Shiawassee,Community Living Supports (15 Minutes),,H2015,,15 Minutes,112,689343,2260001.34,2512782.54,337
Shiawassee,Community Living Supports (Daily),,H2016,,Per Diem,28,10099,1765295.88,2489182,337
Shiawassee,Behavior Services,,H2019,,15 Minutes,0,0,0,45473.9,337
Shiawassee,Behavior Services,,H2019,TT,15 Minutes,21,25130,702112.4,702112.4,337
Shiawassee,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0,0,337
Shiawassee,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0,0,0,0,337
Shiawassee,Wraparound,,H2021,,15 Minutes,1,9,866.04,44938,337
Shiawassee,Supported Employment Services,,H2023,,15 minutes,62,48938,515997.52,576656.05,337
Shiawassee,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,337
Shiawassee,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,0,337
Shiawassee,Home Based Services,,H2033,,15 Minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,337
Shiawassee,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,337
Shiawassee,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,337
Shiawassee,Transportation,,S0209,,Per Mile,0,0,0,0,337
Shiawassee,Transportation,,S0215,,Per Mile,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,337
Shiawassee,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,21,1321,42722,42722,337
Shiawassee,Family Training - EBP,,S5110,,15 Minutes,0,0,0,303.6,337
Shiawassee,Family Training,,S5111,,Encounter,17,108,22169.66,64292,337
Shiawassee,Family Training,,S5111,HA,Encounter,0,0,0,0,337
Shiawassee,Family Training,,S5111,HM,Encounter,0,0,0,0,337
Shiawassee,BHT/ABA Family Training,,S5111,U5,Encounter,0,0,0,0,337
Shiawassee,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,337
Shiawassee,Foster Care,,S5140,,Day,0,0,0,0,337
Shiawassee,Foster Care,,S5145,,Day,0,0,0,0,337
Shiawassee,Respite,,S5150,,15 Minutes,0,0,0,0,337
Shiawassee,Respite,,S5151,,Per Diem,0,0,0,0,337
Shiawassee,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,337
Shiawassee,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,337
Shiawassee,Environmental Modification ,,S5165,,Service,1,1,7843.2,7843.2,337
Shiawassee,Enhanced Medical Equipment-Supplies,,S5199,,Item,1,1,748.7,748.7,337
Shiawassee,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,337
Shiawassee,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,337
Shiawassee,Private Duty Nursing,,S9123,,Hour,0,0,0,0,337
Shiawassee,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,337
Shiawassee,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,337
Shiawassee,Private Duty Nursing,,S9124,,Hour,0,0,0,0,337
Shiawassee,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,337
Shiawassee,Health Services,,S9445,,Encounter,0,0,0,0,337
Shiawassee,Health Services,,S9446,,Encounter,0,0,0,0,337
Shiawassee,Health Services,,S9470,,Encounter,0,0,0,0,337
Shiawassee,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,337
Shiawassee,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,337
Shiawassee,Residential Room and Board,,S9976,,Day,0,0,0,0,337
Shiawassee,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,337
Shiawassee,Private Duty Nursing,,T1000,,Up to 15 min,2,1300,11067.15,11067.15,337
Shiawassee,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,337
Shiawassee,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,337
Shiawassee,Assessment,,T1001,,Encounter,28,36,813.13,1239.49,337
Shiawassee,Health Services,,T1002,,Up to 15 min,0,0,0,0,337
Shiawassee,Respite Care,,T1005,,15 Minutes,39,24900,35653.11,59531.13,337
Shiawassee,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,337
Shiawassee,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,337
Shiawassee,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0,337
Shiawassee,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,337
Shiawassee,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,986.7,337
Shiawassee,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,261,5240,499848.08,914770,337
Shiawassee,Targeted Case Management ,,T1017,,15 minutes,32,935,79609.72,885220.63,337
Shiawassee,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,0,337
Shiawassee,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,27,9733,326445.5,355880.11,337
Shiawassee,Assessments,,T1023,,Encounter,12,25,13065.65,224206.6,337
Shiawassee,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,337
Shiawassee,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,9,79,2902.44,3406.02,337
Shiawassee,Transportation,,T2001,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,337
Shiawassee,Transportation,,T2002,,Per Diem,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,337
Shiawassee,Transportation,,T2003,,Encounter / Trip,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,337
Shiawassee,Transportation,,T2004,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,337
Shiawassee,Transportation,,T2005,,Encounter,0,0,0,0,337
Shiawassee,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,337
Shiawassee,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,337
Shiawassee,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,337
Shiawassee,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,337
Shiawassee,Fiscal Intermediary Services,,T2025,,Month,31,329,45402.13,49249.29,337
Shiawassee,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,337
Shiawassee,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,337
Shiawassee,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,337
Shiawassee,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,337
Shiawassee,Housing Assistance,,T2038,,Service,0,0,0,0,337
Shiawassee,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,337
Shiawassee,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,337
Shiawassee,Wraparound Services,,T5999,,Per Item,0,0,0,0,337
Shiawassee,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,337
Shiawassee,Other,,,,,0,0,0,0,337
Shiawassee,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,337
St. Clair,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,13,174,113455.73,825616.73,1140
St. Clair,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,13756,1140
St. Clair,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1140
St. Clair,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1140
St. Clair,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,22,256,191707.84,2561628.65,1140
St. Clair,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,4,36,6940.8,83995.7,1140
St. Clair,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1140
St. Clair,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1140
St. Clair,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,5186,47243,1140
St. Clair,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,5475,105105.93,1140
St. Clair,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1140
St. Clair,ECT Anesthesia,370,,,,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1140
St. Clair,ECT Recovery Room,710,,,,0,0,0,0,1140
St. Clair,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1140
