CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost
Tuscola,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
Tuscola,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,0,0,0
Tuscola,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,1,4,404
Tuscola,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,20,130,104199
Tuscola,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,1,5,1704
Tuscola,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0
Tuscola,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0
Tuscola,ECT Anesthesia,0370,,,,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0
Tuscola,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0
Tuscola,ECT Recovery Room,0710,,,,0,0,0
Tuscola,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0
Tuscola,Crisis Observation Care,0762,,,Hour,0,0,0
Tuscola,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0
Tuscola,Outpatient Partial Hospitalization,0912,,,Day,0,0,0
Tuscola,Outpatient Partial Hospitalization,0913,,,Day,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0
Tuscola,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0
Tuscola,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0
Tuscola,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0
Tuscola,ABA Behavior Identification Assessment,,0359T,U5,Encounter,6,8,4044
Tuscola,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0
Tuscola,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0
Tuscola,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,8,769,22521
Tuscola,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,8,640,193431
Tuscola,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0
Tuscola,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0
Tuscola,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,8,89,5495
Tuscola,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,8,220,13906
Tuscola,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,5,39,4958
Tuscola,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0
Tuscola,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0
Tuscola,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0
Tuscola,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0
Tuscola,Drug Screen,,80305,,Encounter,0,0,0
Tuscola,Drug Screen,,80306,,Encounter,0,0,0
Tuscola,Drug Screen,,80307,,Encounter,0,0,0
Tuscola,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0
Tuscola,Assessment for Autism,,90785,U5,Encounter,0,0,0
Tuscola,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0
Tuscola,Assessment,,"90791
",,Encounter,74,74,53401
Tuscola,Substance Use: Assessment,,90791,HF,Encounter,0,0,0
Tuscola,Assessment for Autism,,90791,U5,Encounter,0,0,0
Tuscola,Assessment,,90792,,Encounter,0,0,0
Tuscola,Substance Use: Assessment,,90792,HF,Encounter,0,0,0
Tuscola,Assessment for Autism,,90792,U5,Encounter,0,0,0
Tuscola,Mental Health: Outpatient Care,,90832,,30 Minutes,15,22,2725
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0
Tuscola,Assessment,,90833,,30 Minutes,0,0,0
Tuscola,Mental Health: Outpatient Care,,90834,,45 Minutes,70,248,43548
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0
Tuscola,Assessment,,90836,,45 Minutes,0,0,0
Tuscola,Mental Health: Outpatient Care,,90837,,60 Minutes,70,225,67077
Tuscola,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0
Tuscola,Assessment,,90838,,60 Minutes,0,0,0
Tuscola,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0
Tuscola,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0
Tuscola,Therapy-Family Therapy,,90846,,Encounter,2,2,152
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0
Tuscola,Therapy-Family Therapy,,90847,,Encounter,33,129,29906
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0
Tuscola,Therapy-Family Therapy,,90849,,Encounter,0,0,0
Tuscola,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0
Tuscola,Therapy-Group Therapy,,90853,,Encounter,1,1,197
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0
Tuscola,Pharmacological Management (SED Waiver),,90863,,,0,0,0
Tuscola,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0
Tuscola,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0
Tuscola,Assessments-Other,,90887,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92507,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92508,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92521,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92522,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92523,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92524,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92526,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92607,,First Hour,0,0,0
Tuscola,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0
Tuscola,Speech & Language Therapy ,,92609,,Encounter,0,0,0
Tuscola,Speech & Language Therapy ,,92610,,Encounter,0,0,0
Tuscola,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,1,4,370
Tuscola,Assessment for Autism,,96101,U5,Hour,0,0,0
Tuscola,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0
Tuscola,Assessment for Autism,,96102,U5,Hour,0,0,0
Tuscola,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0
Tuscola,Assessments-Other,,96105,,Encounter,0,0,0
Tuscola,Assessments-Other,,96110,,Encounter,0,0,0
Tuscola,Assessments-Other,,96111,,Encounter,0,0,0
Tuscola,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0
Tuscola,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0
Tuscola,Assessment for Autism,,96118,U5,Hour,0,0,0
Tuscola,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0
Tuscola,Assessment for Autism,,96119,U5,Hour,0,0,0
Tuscola,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0
Tuscola,Assessments-Other,,96127,,,0,0,0
Tuscola,Medication Administration,,96372,,Encounter,0,0,0
Tuscola,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97150,,Encounter,0,0,0
Tuscola,Physical Therapy,,97161,,Encounter,0,0,0
Tuscola,Physical Therapy,,97162,,Encounter,0,0,0
Tuscola,Physical Therapy,,97163,,Encounter,0,0,0
Tuscola,Physical Therapy,,97164,,Encounter,0,0,0
Tuscola,Occupational Therapy,,97165,,Encounter,0,0,0
Tuscola,Occupational Therapy,,97166,,Encounter,0,0,0
Tuscola,Occupational Therapy,,97167,,Encounter,0,0,0
Tuscola,Occupational Therapy,,97168,,Encounter,0,0,0
Tuscola,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0
Tuscola,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0
Tuscola,Occupational Therapy,,97755,,15 Minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0
Tuscola,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0
Tuscola,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0
Tuscola,Assessment or Health Services,,97802,,15 Minutes,0,0,0
Tuscola,Assessment or Health Services,,97803,,15 Minutes,0,0,0
Tuscola,Health Services,,97804,,30 Minutes,0,0,0
Tuscola,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0
Tuscola,New Patient Evaluation and Management,,99201,,Encounter,0,0,0
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0
Tuscola,New Patient Evaluation and Management,,99202,,Encounter,0,0,0
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0
Tuscola,New Patient Evaluation and Management,,99203,,Encounter,0,0,0
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0
Tuscola,New Patient Evaluation and Management,,99204,,Encounter,0,0,0
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0
Tuscola,New Patient Evaluation and Management,,99205,,Encounter,0,0,0
Tuscola,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0
Tuscola,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0
Tuscola,Established Patient Evaluation and Management,,99212,,Encounter,71,131,22344
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0
Tuscola,Established Patient Evaluation and Management,,99213,,Encounter,85,197,39551
Tuscola,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0
Tuscola,Established Patient Evaluation and Management,,99214,,Encounter,27,49,15430
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0
Tuscola,Established Patient Evaluation and Management,,99215,,Encounter,11,21,11021
Tuscola,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0
Tuscola,Additional Codes-Physician Services,,99221,,30 Minutes,2,2,209
Tuscola,Additional Codes-Physician Services,,99222,,50 Minutes,17,17,2394
Tuscola,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0
Tuscola,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0
Tuscola,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0
Tuscola,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0
Tuscola,Additional Codes-Physician Services,,99231,,15 Minutes,17,65,2629
Tuscola,Additional Codes-Physician Services,,99232,,25 minutes,10,25,1859
Tuscola,Additional Codes-Physician Services,,99233,,35 Minutes,4,5,536
Tuscola,Additional Codes-Physician Services,,99238,,<= 30 Minutes,16,16,1194
Tuscola,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0
Tuscola,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0
Tuscola,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0
Tuscola,Assessment,,99324,,Encounter,0,0,0
Tuscola,Assessment,,99325,,Encounter,0,0,0
Tuscola,Assessment,,99326,,Encounter,0,0,0
Tuscola,Assessment,,99327,,Encounter,0,0,0
Tuscola,Assessment,,99328,,Encounter,0,0,0
Tuscola,Assessment,,99334,,Encounter,0,0,0
Tuscola,Assessment,,99335,,Encounter,0,0,0
Tuscola,Assessment,,99336,,Encounter,0,0,0
Tuscola,Assessment,,99337,,Encounter,0,0,0
Tuscola,Assessment,,99341,,Encounter,0,0,0
Tuscola,Assessment,,99342,,Encounter,0,0,0
Tuscola,Assessment,,99343,,Encounter,0,0,0
Tuscola,Assessment,,99344,,Encounter,0,0,0
Tuscola,Assessment,,99345,,Encounter,0,0,0
Tuscola,Assessment,,99347,,Encounter,0,0,0
Tuscola,Assessment,,99348,,Encounter,0,0,0
Tuscola,Assessment,,99349,,Encounter,0,0,0
Tuscola,Assessment,,99350,,Encounter,0,0,0
Tuscola,Medication Administration,,99506,,Encounter,0,0,0
Tuscola,Medication Management,,99605,,15 Minutes,0,0,0
Tuscola,Transportation,,A0080,,Per mile,0,0,0
Tuscola,Transportation,,A0090,,Per mile,0,0,0
Tuscola,Transportation,,A0100,,Per one-way trip,0,0,0
Tuscola,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0
Tuscola,Transportation,,A0110,,Per one-way trip,0,0,0
Tuscola,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0
Tuscola,Transportation,,A0120,,Per one-way trip,0,0,0
Tuscola,Transportation,,A0130,,Per one-way trip,0,0,0
Tuscola,Transportation,,A0140,,Per one-way trip,0,0,0
Tuscola,Transportation,,A0170,,,0,0,0
Tuscola,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0
Tuscola,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0
Tuscola,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0
Tuscola,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0
Tuscola,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0
Tuscola,Occupational Therapy,,G0515,,15 Minutes,0,0,0
Tuscola,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0
Tuscola,Assessment ,,H0002,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0
Tuscola,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0
Tuscola,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0
Tuscola,Crisis Residential Services,,H0018,,Day,1,12,5440
Tuscola,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0
Tuscola,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0
Tuscola,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0
Tuscola,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0
Tuscola,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0
Tuscola,Assessment ,,H0031,,Encounter,165,178,75110
Tuscola,Assessment for Autism,,H0031,U5,Encounter,17,18,11690
Tuscola,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0
Tuscola,Treatment Planning,,H0032,,Encounter,76,78,21658
Tuscola,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0
Tuscola,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0
Tuscola,Health Services,,H0034,,15 Minutes,0,0,0
Tuscola,Home Based Services,,H0036,,15 Minutes,135,16526,1552296
Tuscola,Home Based Services,,H0036,ST,15 Minutes,29,1716,162299
Tuscola,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0
Tuscola,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,1,16,846
Tuscola,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0
Tuscola,Peer Directed and Operated Support Services,,NA,,,0,0,0
Tuscola,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0
Tuscola,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,,Per Diem,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0
Tuscola,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0
Tuscola,Respite,,H0045,,Day,28,232,13865
Tuscola,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0
Tuscola,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0
Tuscola,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0
Tuscola,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0
Tuscola,Crisis Intervention,,H2011,,15 Minutes,5,34,5576
Tuscola,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0
Tuscola,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0
Tuscola,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0
Tuscola,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0
Tuscola,Community Living Supports (15 Minutes),,H2015,,15 Minutes,0,0,0
Tuscola,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,0,0,0
Tuscola,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0
Tuscola,Behavior Services,,H2019,,15 Minutes,0,0,0
Tuscola,Behavior Services,,H2019,TT,15 Minutes,0,0,0
Tuscola,Wraparound,,H2021,,15 Minutes,1,25,1244
Tuscola,Wraparound (SED Waiver),,H2022,,Day,0,0,0
Tuscola,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0
Tuscola,Supported Employment Services,,H2023,,15 minutes,0,0,0
Tuscola,Mental Health Therapy,,H2027,,15 Minutes,0,0,0
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0
Tuscola,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0
Tuscola,Home Based Services,,H2033,,15 Minutes,0,0,0
Tuscola,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0
Tuscola,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0
Tuscola,Telemedicine Facility Fee,,Q3014,GT,Per Service,78,174,6904
Tuscola,Transportation,,S0209,,Per Mile,0,0,0
Tuscola,Transportation,,S0215,,Per Mile,0,0,0
Tuscola,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0
Tuscola,Family Training - EBP,,S5110,,15 Minutes,0,0,0
Tuscola,Family Training,,S5111,,Encounter,0,0,0
Tuscola,Family Training,,S5111,HA,Encounter,0,0,0
Tuscola,Family Training,,S5111,HM,Encounter,5,48,16949
Tuscola,Foster Care,,S5140,,Day,0,0,0
Tuscola,Foster Care,,S5145,,Day,0,0,0
Tuscola,Respite,,S5150,,15 Minutes,0,0,0
Tuscola,Respite,,S5151,,Per Diem,0,0,0
Tuscola,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0
Tuscola,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0
Tuscola,Environmental Modification ,,S5165,,Service,0,0,0
Tuscola,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0
Tuscola,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0
Tuscola,Health Services,,S9445,,Encounter,0,0,0
Tuscola,Health Services,,S9446,,Encounter,0,0,0
Tuscola,Health Services,,S9470,,Encounter,0,0,0
Tuscola,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0
Tuscola,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0
Tuscola,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,2,3,805
Tuscola,Residential Room and Board,,S9976,,Day,0,0,0
Tuscola,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0
Tuscola,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0
Tuscola,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0
Tuscola,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0
Tuscola,Assessment,,T1001,,Encounter,0,0,0
Tuscola,Health Services,,T1002,,Up to 15 min,4,4,477
Tuscola,Respite Care,,T1005,,15 Minutes,21,2049,4739
Tuscola,Respite Care,,T1005,TD,15 Minutes,0,0,0
Tuscola,Respite Care,,T1005,TE,15 Minutes,0,0,0
Tuscola,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0
Tuscola,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0
Tuscola,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0
Tuscola,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0
Tuscola,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,14,107,13223
Tuscola,Targeted Case Management ,,T1017,,15 minutes,16,254,25050
Tuscola,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0
Tuscola,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0
Tuscola,Assessments,,T1023,,Encounter,34,38,26758
Tuscola,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0
Tuscola,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0
Tuscola,Transportation,,T2001,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0
Tuscola,Transportation,,T2002,,Per Diem,0,0,0
Tuscola,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0
Tuscola,Transportation,,T2003,,Encounter / Trip,0,0,0
Tuscola,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0
Tuscola,Transportation,,T2004,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0
Tuscola,Transportation,,T2005,,Encounter,0,0,0
Tuscola,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0
Tuscola,Out of Home Prevocational Service,,T2015,,Hour,0,0,0
Tuscola,Prevention Services - Direct Model ,,T2024,,,0,0,0
Tuscola,Fiscal Intermediary Services,,T2025,,Month,72,589,5341
Tuscola,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0
Tuscola,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0
Tuscola,Respite Care,,T2036,,Per session. One night = one session,20,140,11104
