CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost
Washtenaw,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,9,121,79918.08
Washtenaw,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,21,186,153189.60
Washtenaw,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
Washtenaw,ECT Anesthesia,370,,,,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
Washtenaw,ECT Recovery Room,710,,,,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Washtenaw,Crisis Observation Care,762,,,Hour,0,0,0.00
Washtenaw,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Washtenaw,Outpatient Partial Hospitalization,912,,,Day,1,8,2850.80
Washtenaw,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Washtenaw,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Washtenaw,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
Washtenaw,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Washtenaw,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Washtenaw,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
Washtenaw,Assessment for Autism,,90785,U5,,0,0,0.00
Washtenaw,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Washtenaw,Assessment,,90791,,Encounter,1,1,572.48
Washtenaw,Assessment for Autism,,90791,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,90792,,Encounter,75,76,53341.36
Washtenaw,Assessment for Autism,,90792,U5,Encounter,0,0,0.00
Washtenaw,Mental Health: Outpatient Care,,90832,,30 Minutes,65,270,38950.20
Washtenaw,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Washtenaw,Assessment,,90833,,30 Minutes,0,0,0.00
Washtenaw,Assessment for Autism,,90833,U5,30 Minutes,0,0,0.00
Washtenaw,Mental Health: Outpatient Care,,90834,,45 Minutes,94,366,78569.22
Washtenaw,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Washtenaw,Assessment,,90836,,45 Minutes,0,0,0.00
Washtenaw,Assessment for Autism,,90836,U5,45 Minutes,0,0,0.00
Washtenaw,Mental Health: Outpatient Care,,90837,,60 Minutes,75,357,108292.38
Washtenaw,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Washtenaw,Assessment,,90838,,60 Minutes,0,0,0.00
Washtenaw,Assessment for Autism,,90838,U5,60 Minutes,0,0,0.00
Washtenaw,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
Washtenaw,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
Washtenaw,Therapy-Family Therapy,,90846,,Encounter,5,51,16142.01
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
Washtenaw,Therapy-Family Therapy,,90847,,Encounter,35,250,68065.00
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
Washtenaw,Therapy-Family Therapy,,90849,,Encounter,1,5,2147.35
Washtenaw,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
Washtenaw,Therapy-Group Therapy,,90853,,Encounter,56,766,317177.62
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
Washtenaw,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
Washtenaw,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
Washtenaw,Assessments-Other,,90887,,Encounter,0,0,0.00
Washtenaw,Speech & Language Therapy,,92507,,Encounter,5,55,2093.85
Washtenaw,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
Washtenaw,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
Washtenaw,Speech & Language Therapy,,92522,,Encounter,1,1,74.52
Washtenaw,Speech & Language Therapy,,92523,,Encounter,2,2,149.04
Washtenaw,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
Washtenaw,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
Washtenaw,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
Washtenaw,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0.00
Washtenaw,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0.00
Washtenaw,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0.00
Washtenaw,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0.00
Washtenaw,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,30,82,17932.58
Washtenaw,Assessment for Autism,,96101,U5,Hour,0,0,0.00
Washtenaw,Psychological Testing by Technician,,96102,,Per Hour,5,20,2789.40
Washtenaw,Assessment for Autism,,96102,U5,Hour,0,0,0.00
Washtenaw,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Washtenaw,Assessments-Other,,96105,,Encounter,0,0,0.00
Washtenaw,Assessments-Other,,96110,,Encounter,0,0,0.00
Washtenaw,Assessments-Other,,96111,,Encounter,16,56,74258.24
Washtenaw,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
Washtenaw,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Washtenaw,Assessment for Autism,,96118,U5,Hour,0,0,0.00
Washtenaw,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Washtenaw,Assessment for Autism,,96119,U5,Hour,0,0,0.00
Washtenaw,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Washtenaw,Assessments-Other,,96127,,,0,0,0.00
Washtenaw,Medication Administration,,96372,,Encounter,75,868,84143.92
Washtenaw,Physical Therapy,,97001,,Encounter,0,0,0.00
Washtenaw,Physical Therapy,,97002,,Encounter,0,0,0.00
Washtenaw,Occupational Therapy,,97003,,Encounter,33,36,20666.88
Washtenaw,Occupational Therapy,,97004,,Encounter,22,52,24169.08
Washtenaw,Occupational or Physical Therapy,,97110,,15 Minutes,5,186,2949.96
Washtenaw,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97124,,15 Minutes,9,654,8142.30
Washtenaw,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97530,,15 Minutes,3,139,2026.62
Washtenaw,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97535,,15 Minutes,1,19,346.56
Washtenaw,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Washtenaw,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Washtenaw,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Washtenaw,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0.00
Washtenaw,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Washtenaw,Assessment or Health Services,,97802,,15 Minutes,15,32,3294.72
Washtenaw,Assessment or Health Services,,97803,,15 Minutes,23,97,9825.13
Washtenaw,Health Services,,97804,,30 Minutes,11,32,13488.32
Washtenaw,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Washtenaw,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99201,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Washtenaw,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99202,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Washtenaw,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99203,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Washtenaw,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99204,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Washtenaw,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99205,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Washtenaw,Established Patient Evaluation and Management,,99211,,Encounter,4,6,802.92
Washtenaw,Assessment for Autism,,99211,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Washtenaw,Established Patient Evaluation and Management,,99212,,Encounter,29,54,17768.70
Washtenaw,Assessment for Autism,,99212,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Washtenaw,Established Patient Evaluation and Management,,99213,,Encounter,406,927,252987.57
Washtenaw,Assessment for Autism,,99213,U5,Encounter,0,0,0.00
Washtenaw,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Washtenaw,Established Patient Evaluation and Management,,99214,,Encounter,341,861,262716.93
Washtenaw,Assessment for Autism,,99214,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Washtenaw,Established Patient Evaluation and Management,,99215,,Encounter,23,27,11146.41
Washtenaw,Assessment for Autism,,99215,U5,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0.00
Washtenaw,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Washtenaw,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Washtenaw,Assessment,,99324,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99324,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99325,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99325,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99326,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99326,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99327,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99327,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99328,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99328,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99334,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99334,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99335,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99335,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99336,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99336,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99337,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99337,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99341,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99341,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99342,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99342,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99343,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99343,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99344,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99344,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99345,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99345,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99347,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99347,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99348,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99348,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99349,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99349,U5,Encounter,0,0,0.00
Washtenaw,Assessment,,99350,,Encounter,0,0,0.00
Washtenaw,Assessment for Autism,,99350,U5,Encounter,0,0,0.00
Washtenaw,Medication Administration,,99506,,Encounter,0,0,0.00
Washtenaw,Medication Management,,99605,,15 Minutes,0,0,0.00
Washtenaw,Transportation,,A0080,,Per mile,0,0,0.00
Washtenaw,Transportation,,A0090,,Per mile,0,0,0.00
Washtenaw,Transportation,,A0100,,Per one-way trip,0,0,0.00
Washtenaw,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Washtenaw,Transportation,,A0110,,Per one-way trip,0,0,0.00
Washtenaw,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Washtenaw,Transportation,,A0120,,Per one-way trip,0,0,0.00
Washtenaw,Transportation,,A0130,,Per one-way trip,0,0,0.00
Washtenaw,Transportation,,A0140,,Per one-way trip,0,0,0.00
Washtenaw,Transportation,,A0170,,,0,0,0.00
Washtenaw,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Washtenaw,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Washtenaw,Enhanced Medical Equipment-Supplies,,E1399,,Item,7,19,11162.31
Washtenaw,Activity Therapy (Children's Waiver),,G0176,,Encounter,25,652,46370.24
Washtenaw,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
Washtenaw,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Washtenaw,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Washtenaw,Assessment,,H0002,,Encounter,8,8,942.56
Washtenaw,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Washtenaw,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Washtenaw,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Washtenaw,Crisis Residential Services,,H0018,,Day,8,73,13787.51
Washtenaw,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
Washtenaw,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Washtenaw,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Washtenaw,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
Washtenaw,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Washtenaw,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
Washtenaw,Crisis Intervention,,H0030,,Per Service,0,0,0.00
Washtenaw,Assessment,,H0031,,Encounter,421,811,251637.08
Washtenaw,Assessment for Autism,,H0031,U5,Encounter,0,0,0.00
Washtenaw,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0.00
Washtenaw,Treatment Planning,,H0032,,Encounter,232,630,130227.30
Washtenaw,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,14,137,18651.18
Washtenaw,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Washtenaw,Health Services,,H0034,,15 Minutes,0,0,0.00
Washtenaw,Home Based Services,,H0036,,15 Minutes,9,1211,86949.80
Washtenaw,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Washtenaw,Peer Directed and Operated Support Services,,H0038,,15 minutes,19,478,49616.40
Washtenaw,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Washtenaw,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Washtenaw,Peer Directed and Operated Support Services,,NA,,,0,0,0.00
Washtenaw,Assertive Community Treatment (ACT),,H0039,,15 Minutes,7,841,85218.53
Washtenaw,Community Living Supports in Independent living/own home,,H0043,,Per diem,55,8477,1260868.98
Washtenaw,Respite,,H0045,,Day,16,354,22652.46
Washtenaw,Peer Directed and Operated Support Services,,H0046,,Encounter,2,9,8923.50
Washtenaw,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Washtenaw,Behavior Treatment Plan Review,,H2000,,Encounter,3,9,1099.26
Washtenaw,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,3,3,304.86
Washtenaw,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Washtenaw,Crisis Intervention,,H2011,,15 Minutes,30,128,9734.40
Washtenaw,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
Washtenaw,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,431,1176267,5903386.78
Washtenaw,Community Living Supports (15 Minutes),,H2015,,15 Minutes,512,7402341,19764250.47
Washtenaw,Community Living Supports (Daily),,H2016,,Per Diem,18,4959,134934.39
Washtenaw,Community Living Supports (Daily),,H2016,TF,Per Diem,29,8743,527902.34
Washtenaw,Community Living Supports (Daily),,H2016,TG,Per Diem,64,18264,2573214.96
Washtenaw,Behavior Services,,H2019,,15 Minutes,31,27265,435694.70
Washtenaw,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
Washtenaw,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0.00
Washtenaw,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0,0,0.00
Washtenaw,Crisis Intervention,,H2020,,Day,0,0,0.00
Washtenaw,Wraparound,,H2021,,15 Minutes,1,58,4196.30
Washtenaw,Supported Employment Services,,H2023,,15 minutes,218,164581,1706704.97
Washtenaw,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Washtenaw,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Washtenaw,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,20,30914,188575.40
Washtenaw,Home Based Services,,H2033,,15 Minutes,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Washtenaw,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Washtenaw,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0.00
Washtenaw,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0.00
Washtenaw,Transportation,,S0209,,Per Mile,0,0,0.00
Washtenaw,Transportation,,S0215,,Per Mile,0,0,0.00
Washtenaw,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Washtenaw,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,31,2815,91008.95
Washtenaw,Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
Washtenaw,Family Training,,S5111,,Encounter,57,333,32478.95
Washtenaw,Family Training,,S5111,HA,Encounter,0,0,0.00
Washtenaw,Family Training,,S5111,HM,Encounter,0,0,0.00
Washtenaw,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,8,19,1891.07
Washtenaw,Foster Care,,S5140,,Day,0,0,0.00
Washtenaw,Foster Care,,S5145,,Day,0,0,0.00
Washtenaw,Respite,,S5150,,15 Minutes,0,0,0.00
Washtenaw,Respite,,S5151,,Per Diem,0,0,0.00
Washtenaw,Personal Emergency Response System (PERS),,S5160,,Encounter,1,1,1199.10
Washtenaw,Personal Emergency Response System (PERS),,S5161,,Month,15,187,175232.09
Washtenaw,Environmental Modification,,S5165,,Service,4,4,16441.72
Washtenaw,Enhanced Medical Equipment-Supplies,,S5199,,Item,9,9,3606.12
Washtenaw,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
Washtenaw,Private Duty Nursing,582,S9123,,Hour,0,0,0.00
Washtenaw,Private Duty Nursing,,S9123,,Hour,0,0,0.00
Washtenaw,Private Duty Nursing,,S9123,TT,Hour,0,0,0.00
Washtenaw,Private Duty Nursing,582,S9124,,Hour,0,0,0.00
Washtenaw,Private Duty Nursing,,S9124,,Hour,0,0,0.00
Washtenaw,Private Duty Nursing,,S9124,TT,Hour,0,0,0.00
Washtenaw,Health Services,,S9445,,Encounter,1,4,1647.44
Washtenaw,Health Services,,S9446,,Encounter,33,204,95414.88
Washtenaw,Health Services,,S9470,,Encounter,4,35,12781.65
Washtenaw,Prevention Services - Direct Model,,S9482,,15 minutes,17,274,19612.92
Washtenaw,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
Washtenaw,Residential Room and Board,,S9976,,Day,0,0,0.00
Washtenaw,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Washtenaw,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Washtenaw,Private Duty Nursing,,T1000,TD,Up to 15 min,2,9866,83762.34
Washtenaw,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0.00
Washtenaw,Assessment,,T1001,,Encounter,547,558,93738.42
Washtenaw,Health Services,,T1002,,Up to 15 min,285,983,92775.54
Washtenaw,Respite Care,,T1005,,15 Minutes,173,156720,593968.80
Washtenaw,Respite Care,,T1005,TD,15 Minutes,2,4623,37400.07
Washtenaw,Respite Care,,T1005,TE,15 Minutes,2,292,2131.60
Washtenaw,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,26,21815,43193.70
Washtenaw,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
Washtenaw,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
Washtenaw,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0.00
Washtenaw,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,953,16620,3147495.60
Washtenaw,Targeted Case Management,,T1017,,15 minutes,265,4256,761994.24
Washtenaw,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,2,48,14600.64
Washtenaw,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,14,3879,78394.59
Washtenaw,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,33,10128,561293.76
Washtenaw,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,58,17055,2192761.35
