CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost
Pines,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
Pines,ECT Recovery Room,710,,,,0,0,0.00
Pines,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Pines,Crisis Observation Care,762,,,Hour,0,0,0.00
Pines,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Pines,Outpatient Partial Hospitalization,912,,,Day,0,0,0.00
Pines,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Pines,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Pines,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
Pines,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Pines,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Pines,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
Pines,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Pines,Assessment,,90791,,Encounter,2,2,485.00
Pines,Assessment,,90792,,Encounter,160,160,66958.38
Pines,Mental Health: Outpatient Care,,90832,,30 Minutes,81,112,10394.69
Pines,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Pines,Assessment,,90833,,30 Minutes,0,0,0.00
Pines,Mental Health: Outpatient Care,,90834,,45 Minutes,249,644,88051.62
Pines,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Pines,Assessment,,90836,,45 Minutes,0,0,0.00
Pines,Mental Health: Outpatient Care,,90837,,60 Minutes,396,1898,309746.85
Pines,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Pines,Assessment,,90838,,60 Minutes,0,0,0.00
Pines,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
Pines,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
Pines,Therapy-Family Therapy,,90846,,Encounter,0,0,0.00
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
Pines,Therapy-Family Therapy,,90847,,Encounter,16,44,7121.86
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
Pines,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
Pines,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
Pines,Therapy-Group Therapy,,90853,,Encounter,33,395,23741.87
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
Pines,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
Pines,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
Pines,Assessments-Other,,90887,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
Pines,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
Pines,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,1,1,253.28
Pines,Psychological Testing by Technician,,96102,,Per Hour,0,0,0.00
Pines,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Pines,Assessments-Other,,96105,,Encounter,0,0,0.00
Pines,Assessments-Other,,96110,,Encounter,0,0,0.00
Pines,Assessments-Other,,96111,,Encounter,0,0,0.00
Pines,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
Pines,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Pines,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Pines,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Pines,Assessments-Other,,96127,,,0,0,0.00
Pines,Medication Administration,,96372,,Encounter,14,118,10651.11
Pines,Physical Therapy,,97001,,Encounter,1,2,142.95
Pines,Physical Therapy,,97002,,Encounter,0,0,0.00
Pines,Occupational Therapy,,97003,,Encounter,0,0,0.00
Pines,Occupational Therapy,,97004,,Encounter,0,0,0.00
Pines,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Pines,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Pines,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Pines,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Pines,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Pines,Assessment or Health Services,,97802,,15 Minutes,3,12,367.59
Pines,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
Pines,Health Services,,97804,,30 Minutes,0,0,0.00
Pines,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Pines,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Pines,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
Pines,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Pines,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Pines,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Pines,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
Pines,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Pines,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
Pines,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Pines,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
Pines,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Pines,Established Patient Evaluation and Management,,99211,,Encounter,77,88,9071.50
Pines,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Pines,Established Patient Evaluation and Management,,99212,,Encounter,477,1347,182582.45
Pines,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Pines,Established Patient Evaluation and Management,,99213,,Encounter,2,8,694.35
Pines,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Pines,Established Patient Evaluation and Management,,99214,,Encounter,1,1,122.53
Pines,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Pines,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0.00
Pines,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Pines,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
Pines,Additional Codes-Physician Services,,99232,,25 minutes,2,2,187.88
Pines,Additional Codes-Physician Services,,99233,,35 Minutes,3,7,511.60
Pines,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Pines,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Pines,Assessment,,99324,,Encounter,0,0,0.00
Pines,Assessment,,99325,,Encounter,0,0,0.00
Pines,Assessment,,99326,,Encounter,0,0,0.00
Pines,Assessment,,99327,,Encounter,0,0,0.00
Pines,Assessment,,99328,,Encounter,0,0,0.00
Pines,Assessment,,99334,,Encounter,0,0,0.00
Pines,Assessment,,99335,,Encounter,0,0,0.00
Pines,Assessment,,99336,,Encounter,0,0,0.00
Pines,Assessment,,99337,,Encounter,0,0,0.00
Pines,Assessment,,99341,,Encounter,0,0,0.00
Pines,Assessment,,99342,,Encounter,0,0,0.00
Pines,Assessment,,99343,,Encounter,0,0,0.00
Pines,Assessment,,99344,,Encounter,0,0,0.00
Pines,Assessment,,99345,,Encounter,0,0,0.00
Pines,Assessment,,99347,,Encounter,0,0,0.00
Pines,Assessment,,99348,,Encounter,0,0,0.00
Pines,Assessment,,99349,,Encounter,0,0,0.00
Pines,Assessment,,99350,,Encounter,0,0,0.00
Pines,Medication Administration,,99506,,Encounter,0,0,0.00
Pines,Medication Management,,99605,,15 Minutes,0,0,0.00
Pines,Transportation,,A0080,,Per mile,0,0,0.00
Pines,Transportation,,A0090,,Per mile,0,0,0.00
Pines,Transportation,,A0100,,Per one-way trip,0,0,0.00
Pines,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Pines,Transportation,,A0110,,Per one-way trip,0,0,0.00
Pines,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Pines,Transportation,,A0120,,Per one-way trip,0,0,0.00
Pines,Transportation,,A0130,,Per one-way trip,0,0,0.00
Pines,Transportation,,A0140,,Per one-way trip,0,0,0.00
Pines,Transportation,,A0170,,,0,0,0.00
Pines,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Pines,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Pines,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
Pines,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
Pines,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Pines,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Pines,Assessment,,H0002,,Encounter,632,644,90423.96
Pines,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Pines,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Pines,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Pines,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Pines,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Pines,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Pines,Crisis Residential Services,,H0018,,Day,3,20,8224.93
Pines,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
Pines,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Pines,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Pines,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Pines,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
Pines,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Pines,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
Pines,Crisis Intervention,,H0030,,Per Service,0,0,0.00
Pines,Assessment,,H0031,,Encounter,469,488,106676.47
Pines,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0.00
Pines,Treatment Planning,,H0032,,Encounter,570,714,100725.60
Pines,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0.00
Pines,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Pines,Health Services,,H0034,,15 Minutes,0,0,0.00
Pines,Home Based Services,,H0036,,15 Minutes,0,0,0.00
Pines,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Pines,Peer Directed and Operated Support Services,,H0038,,15 minutes,20,856,8510.38
Pines,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Pines,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Pines,Peer Directed and Operated Support Services,,NA,,,0,0,61478.41
Pines,Assertive Community Treatment (ACT),,H0039,,15 Minutes,40,8660,475069.68
Pines,Community Living Supports in Independent living/own home,,H0043,,Per diem,4,1280,143893.90
Pines,Respite,,H0045,,Day,0,0,0.00
Pines,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
Pines,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Pines,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Pines,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0.00
Pines,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0.00
Pines,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Pines,Crisis Intervention,,H2011,,15 Minutes,104,467,27317.55
Pines,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,1,3,83.42
Pines,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0.00
Pines,Community Living Supports (15 Minutes),,H2015,,15 Minutes,16,15143,66834.60
Pines,Community Living Supports (Daily),,H2016,,Per Diem,1,307,4322.84
Pines,Community Living Supports (Daily),,H2016,TF,Per Diem,1,365,22902.43
Pines,Community Living Supports (Daily),,H2016,TG,Per Diem,5,1428,178414.92
Pines,Behavior Services,,H2019,,15 Minutes,0,0,0.00
Pines,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
Pines,Crisis Intervention,,H2020,,Day,0,0,0.00
Pines,Wraparound,,H2021,,15 Minutes,0,0,0.00
Pines,Wraparound (SED Waiver),,H2022,,Day,0,0,0.00
Pines,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0.00
Pines,Supported Employment Services,,H2023,,15 minutes,17,836,12053.35
Pines,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Pines,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Pines,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,26,49298,130878.85
Pines,Home Based Services,,H2033,,15 Minutes,0,0,0.00
Pines,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Pines,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Pines,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",35,35,3479.50
Pines,Transportation,,S0209,,Per Mile,0,0,0.00
Pines,Transportation,,S0215,,Per Mile,0,0,0.00
Pines,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Pines,Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
Pines,Family Training,,S5111,,Encounter,0,0,0.00
Pines,Family Training,,S5111,HA,Encounter,0,0,0.00
Pines,Family Training,,S5111,HM,Encounter,0,0,0.00
Pines,Foster Care,,S5140,,Day,0,0,0.00
Pines,Foster Care,,S5145,,Day,0,0,0.00
Pines,Respite,,S5150,,15 Minutes,0,0,0.00
Pines,Respite,,S5151,,Per Diem,0,0,0.00
Pines,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0.00
Pines,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0.00
Pines,Environmental Modification,,S5165,,Service,0,0,0.00
Pines,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0.00
Pines,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
Pines,Health Services,,S9445,,Encounter,0,0,0.00
Pines,Health Services,,S9446,,Encounter,3,15,1400.94
Pines,Health Services,,S9470,,Encounter,0,0,0.00
Pines,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
Pines,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
Pines,Residential Room and Board,,S9976,,Day,0,0,0.00
Pines,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Pines,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Pines,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0.00
Pines,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0.00
Pines,Assessment,,T1001,,Encounter,138,140,7417.11
Pines,Health Services,,T1002,,Up to 15 min,444,1175,63236.14
Pines,Respite Care,,T1005,,15 Minutes,0,0,0.00
Pines,Respite Care,,T1005,TD,15 Minutes,0,0,0.00
Pines,Respite Care,,T1005,TE,15 Minutes,0,0,0.00
Pines,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0.00
Pines,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
Pines,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
Pines,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
Pines,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0.00
Pines,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,15,173,14450.27
Pines,Targeted Case Management,,T1017,,15 minutes,211,7381,612620.58
Pines,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0.00
Pines,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,1,307,3021.91
Pines,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,2,730,35403.73
Pines,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,4,1063,118467.57
Pines,Assessments,,T1023,,Encounter,235,290,135031.72
Pines,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0.00
Pines,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0.00
Pines,Transportation,,T2001,,Encounter,0,0,0.00
Pines,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0.00
Pines,Transportation,,T2002,,Per Diem,0,0,0.00
Pines,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0.00
Pines,Transportation,,T2003,,Encounter / Trip,0,0,0.00
Pines,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0.00
Pines,Transportation,,T2004,,Encounter,0,0,0.00
Pines,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0.00
Pines,Transportation,,T2005,,Encounter,0,0,0.00
Pines,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0.00
Pines,Prevention Services - Direct Model,,T2024,,,0,0,0.00
Pines,Fiscal Intermediary Services,,T2025,,Month,0,0,0.00
Pines,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0.00
Pines,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0.00
Pines,Crisis Intervention,,T2034,,Day,0,0,0.00
Pines,Respite Care,,T2036,,Per session. One night = one session,0,0,0.00
Pines,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0.00
Pines,Housing Assistance,,T2038,,Service,8,36,7519.44
Pines,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0.00
Pines,Goods and Services,,T5999,HK,Per Item,0,0,0.00
Pines,Wraparound Services,,T5999,,Per Item,0,0,0.00
Pines,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0.00
Pines,Other,,,,,0,0,0.00
Pines,Aggregate for 'J' Codes,,ALL,,,0,0,0.00
Saginaw,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,17,3097,2775909.00
Saginaw,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0.00
Saginaw,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,56,527,358397.00
Saginaw,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,381,3763,2559102.00
Saginaw,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
Saginaw,ECT Anesthesia,370,,,,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
Saginaw,ECT Recovery Room,710,,,,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Saginaw,Crisis Observation Care,762,,,Hour,0,0,0.00
Saginaw,Additional Codes-ECT Facility Charge,901,,,Encounter,1,1,229.00
Saginaw,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Saginaw,Outpatient Partial Hospitalization,912,,,Day,0,0,0.00
Saginaw,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Saginaw,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Saginaw,Additional Codes-ECT Anesthesia,,104,,Minutes,1,31,5239.00
Saginaw,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Saginaw,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Saginaw,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
Saginaw,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Saginaw,Assessment,,90791,,Encounter,43,43,11086.00
Saginaw,Assessment,,90792,,Encounter,159,159,32419.00
Saginaw,Mental Health: Outpatient Care,,90832,,30 Minutes,65,169,35555.00
Saginaw,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Saginaw,Assessment,,90833,,30 Minutes,0,0,0.00
Saginaw,Mental Health: Outpatient Care,,90834,,45 Minutes,268,1840,340299.00
Saginaw,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Saginaw,Assessment,,90836,,45 Minutes,0,0,0.00
Saginaw,Mental Health: Outpatient Care,,90837,,60 Minutes,124,664,225426.00
Saginaw,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Saginaw,Assessment,,90838,,60 Minutes,0,0,0.00
Saginaw,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
Saginaw,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
Saginaw,Therapy-Family Therapy,,90846,,Encounter,1,1,370.00
Saginaw,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
