CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Unique Consumers
Oakland,Community Living Supports (Daily),,H2016,,Per Diem,336,98753,10627709.39,30923485.1,13177
Oakland,Behavior Services,,H2019,,15 Minutes,81,4593,233210.28,233210.28,13177
Oakland,Behavior Services,,H2019,TT,15 Minutes,65,7464,362722.41,423427.01,13177
Oakland,Wraparound,,H2021,,15 Minutes,0,0,0,460424.28,13177
Oakland,Wraparound (SED Waiver),,H2022,,Day,0,0,0,0,13177
Oakland,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,13177
Oakland,Supported Employment Services,,H2023,,15 minutes,429,22357,1473661.03,7391230.17,13177
Oakland,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,13177
Oakland,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,13177
Oakland,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,442,566278,1937000.8,1947864.71,13177
Oakland,Home Based Services,,H2033,,15 Minutes,0,0,0,0,13177
Oakland,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,13177
Oakland,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,13177
Oakland,Transportation,,S0209,,Per Mile,0,0,0,0,13177
Oakland,Transportation,,S0215,,Per Mile,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,13177
Oakland,Family Training - EBP,,S5110,,15 Minutes,7,82,4221.23,4221.23,13177
Oakland,Family Training,,S5111,,Encounter,30,265,8797.58,573429.39,13177
Oakland,Family Training,,S5111,HA,Encounter,0,0,0,0,13177
Oakland,Family Training,,S5111,HM,Encounter,0,0,0,0,13177
Oakland,BHT/ABA Family Training,,S5111,U5,Encounter,0,0,0,0,13177
Oakland,Foster Care,,S5140,,Day,1,123,7163.12,7163.12,13177
Oakland,Foster Care,,S5145,,Day,0,0,0,0,13177
Oakland,Respite,,S5150,,15 Minutes,0,0,0,0,13177
Oakland,Respite,,S5151,,Per Diem,0,0,0,483048.53,13177
Oakland,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,13177
Oakland,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,798.4,13177
Oakland,Environmental Modification ,,S5165,,Service,0,0,0,106419.06,13177
Oakland,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,11672.9,13177
Oakland,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,46599.6,13177
Oakland,Health Services,,S9445,,Encounter,2657,4863,239124.14,239754.18,13177
Oakland,Health Services,,S9446,,Encounter,56,118,20018.48,20018.48,13177
Oakland,Health Services,,S9470,,Encounter,0,0,0,8513.74,13177
Oakland,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,13177
Oakland,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,13177
Oakland,Residential Room and Board,,S9976,,Day,381,2985,614227.03,614227.03,13177
Oakland,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,13177
Oakland,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,527197.34,13177
Oakland,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,13177
Oakland,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,13177
Oakland,Assessment,,T1001,,Encounter,219,224,43592.14,320607.56,13177
Oakland,Health Services,,T1002,,Up to 15 min,5648,19204,1197368.36,1370471.87,13177
Oakland,Respite Care,,T1005,,15 Minutes,0,0,0,3320136.59,13177
Oakland,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,13177
Oakland,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,13177
Oakland,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0,13177
Oakland,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,13177
Oakland,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,13177
Oakland,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,13177
Oakland,Family Psycho-Education - EBP,,T1015,,Encounter,9,13,2249.42,2249.42,13177
Oakland,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,3,56,1896.19,11305495.57,13177
Oakland,Targeted Case Management ,,T1017,,15 minutes,9386,309810,19021129.5,19267624.87,13177
Oakland,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,3,63,3563.28,3563.28,13177
Oakland,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,335,98536,7861958.05,31760823.64,13177
Oakland,Assessments,,T1023,,Encounter,2021,2781,1951090.36,2286444.98,13177
Oakland,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,13177
Oakland,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,2231.05,13177
Oakland,Transportation,,T2001,,Encounter,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,13177
Oakland,Transportation,,T2002,,Per Diem,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,13177
Oakland,Transportation,,T2003,,Encounter / Trip,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,13177
Oakland,Transportation,,T2004,,Encounter,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,13177
Oakland,Transportation,,T2005,,Encounter,0,0,0,0,13177
Oakland,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,13177
Oakland,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,13177
Oakland,Fiscal Intermediary Services,,T2025,,Month,21,185,18030.86,1659505.43,13177
Oakland,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,13177
Oakland,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,13177
Oakland,Respite Care,,T2036,,Per session. One night = one session,0,0,0,48338.13,13177
Oakland,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,12599.99,13177
Oakland,Housing Assistance,,T2038,,Service,1166,4949,1495146.96,1621801.03,13177
Oakland,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,42622.8,13177
Oakland,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,13177
Oakland,Wraparound Services,,T5999,,Per Item,0,0,0,0,13177
Oakland,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,13177
Oakland,Other,,,,,0,0,0,0,13177
Oakland,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,13177
Ottawa,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,22,171,119967,292869,1360
Ottawa,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,43,581,115510,250630.3,1360
Ottawa,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1360
Ottawa,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1360
Ottawa,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,146,1225,930532,957825.68,1360
Ottawa,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,78,966,139885,139885,1360
Ottawa,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,1,2,1612,5642,1360
Ottawa,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,1,7,43.62,43.62,1360
Ottawa,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,1360
Ottawa,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1360
Ottawa,ECT Anesthesia,370,,,,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1360
Ottawa,ECT Recovery Room,710,,,,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1360
Ottawa,Crisis Observation Care,762,,,Hour,0,0,0,0,1360
Ottawa,Additional Codes-ECT Facility Charge,901,,,Encounter,3,11,8482,8482,1360
Ottawa,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,1360
Ottawa,Outpatient Partial Hospitalization,912,,,Day,40,224,51952,82235,1360
Ottawa,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1360
Ottawa,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1360
Ottawa,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,1360
Ottawa,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1360
Ottawa,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1360
Ottawa,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1360
Ottawa,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,1360
Ottawa,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,1360
Ottawa,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,1360
Ottawa,Interactive Complexity - Add On Code,,90785,,,0,0,0,0,1360
Ottawa,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,1360
Ottawa,Assessment,,"90791
",,Encounter,34,34,11370,84397,1360
Ottawa,Assessment,,90792,,Encounter,175,175,109465,246847,1360
Ottawa,Mental Health: Outpatient Care,,90832,,30 Minutes,91,165,18380,19274,1360
Ottawa,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1360
Ottawa,Assessment,,90833,,30 Minutes,0,0,0,0,1360
Ottawa,Mental Health: Outpatient Care,,90834,,45 Minutes,173,432,74248,145208,1360
Ottawa,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1360
Ottawa,Assessment,,90836,,45 Minutes,0,0,0,0,1360
Ottawa,Mental Health: Outpatient Care,,90837,,60 Minutes,301,1728,532518,552803,1360
Ottawa,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1360
Ottawa,Assessment,,90838,,60 Minutes,0,0,0,0,1360
Ottawa,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,17,17,992,1196,1360
Ottawa,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1360
Ottawa,Therapy-Family Therapy,,90846,,Encounter,0,0,0,10157,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1360
Ottawa,Therapy-Family Therapy,,90847,,Encounter,4,11,1818,229260,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,1360
Ottawa,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1360
Ottawa,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1360
Ottawa,Therapy-Group Therapy,,90853,,Encounter,7,14,1119,1325,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1360
Ottawa,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,1360
Ottawa,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1360
Ottawa,Assessments-Other,,90887,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92523,,Encounter,0,0,0,7398,1360
Ottawa,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,1360
Ottawa,Speech & Language Therapy ,,92610,,Encounter,0,0,0,1184,1360
Ottawa,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,3,6,3052,4501,1360
Ottawa,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,1360
Ottawa,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,1360
Ottawa,Assessments-Other,,96105,,Encounter,0,0,0,0,1360
Ottawa,Assessments-Other,,96110,,Encounter,0,0,0,0,1360
Ottawa,Assessments-Other,,96111,,Encounter,0,0,0,0,1360
Ottawa,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,1360
Ottawa,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,4134,1360
Ottawa,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,1360
Ottawa,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,1360
Ottawa,Assessments-Other,,96127,,,0,0,0,0,1360
Ottawa,Medication Administration,,96372,,Encounter,103,992,48522,48522,1360
Ottawa,Physical Therapy,,97001,,Encounter,0,0,0,2297,1360
Ottawa,Physical Therapy,,97002,,Encounter,0,0,0,0,1360
Ottawa,Occupational Therapy,,97003,,Encounter,0,0,0,26277,1360
Ottawa,Occupational Therapy,,97004,,Encounter,0,0,0,3383,1360
Ottawa,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,1020,1360
Ottawa,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,2384,1360
Ottawa,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,1360
Ottawa,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,1360
Ottawa,Assessment or Health Services,,97802,,15 Minutes,0,0,0,173,1360
Ottawa,Assessment or Health Services,,97803,,15 Minutes,0,0,0,136,1360
Ottawa,Health Services,,97804,,30 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,1360
Ottawa,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,1360
Ottawa,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,1360
Ottawa,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,1360
Ottawa,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,1360
Ottawa,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,1360
Ottawa,Established Patient Evaluation and Management,,99211,,Encounter,50,50,6883,6883,1360
Ottawa,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,1360
Ottawa,Established Patient Evaluation and Management,,99212,,Encounter,61,80,7620,15436,1360
Ottawa,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,1360
Ottawa,Established Patient Evaluation and Management,,99213,,Encounter,272,639,101855,241116,1360
Ottawa,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,1360
Ottawa,Established Patient Evaluation and Management,,99214,,Encounter,280,486,115788,340808,1360
Ottawa,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,1360
Ottawa,Established Patient Evaluation and Management,,99215,,Encounter,86,111,39129,74299,1360
Ottawa,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,1360
Ottawa,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,87,87,1360
Ottawa,Additional Codes-Physician Services,,99222,,50 Minutes,1,1,87,87,1360
Ottawa,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,1360
Ottawa,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,1360
Ottawa,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,1360
Ottawa,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,1360
Ottawa,Additional Codes-Physician Services,,99231,,15 Minutes,1,3,260,260,1360
Ottawa,Additional Codes-Physician Services,,99232,,25 minutes,1,2,48,48,1360
Ottawa,Additional Codes-Physician Services,,99233,,35 Minutes,1,1,87,87,1360
Ottawa,Physician Consultations,,99241,,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99242,,30 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99243,,40 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99244,,60 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99245,,80 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99251,,20 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99252,,40 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99253,,55 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99254,,80 Minutes,0,0,0,0,1360
Ottawa,Physician Consultations,,99255,,110 Minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,1360
Ottawa,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,1360
Ottawa,Assessment,,99324,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99325,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99326,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99327,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99328,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99334,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99335,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99336,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99337,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99341,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99342,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99343,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99344,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99345,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99347,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99348,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99349,,Encounter,0,0,0,0,1360
Ottawa,Assessment,,99350,,Encounter,0,0,0,0,1360
Ottawa,Medication Administration,,99506,,Encounter,0,0,0,0,1360
Ottawa,Medication Management,,99605,,15 Minutes,0,0,0,0,1360
Ottawa,Transportation,,A0080,,Per mile,0,0,0,0,1360
Ottawa,Transportation,,A0090,,Per mile,0,0,0,0,1360
Ottawa,Transportation,,A0100,,Per one-way trip,154,242,18029,18029,1360
Ottawa,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,1360
Ottawa,Transportation,,A0110,,Per one-way trip,0,0,0,0,1360
Ottawa,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,1360
Ottawa,Transportation,,A0120,,Per one-way trip,0,0,0,0,1360
Ottawa,Transportation,,A0130,,Per one-way trip,0,0,0,0,1360
Ottawa,Transportation,,A0140,,Per one-way trip,0,0,0,0,1360
Ottawa,Transportation,,A0170,,,0,0,0,0,1360
Ottawa,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,1360
Ottawa,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,1360
Ottawa,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,1498,1360
Ottawa,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,6,53,16457,16457,1360
Ottawa,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,1360
Ottawa,Assessment ,,H0002,,Encounter,414,417,53222,158085,1360
Ottawa,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,1360
Ottawa,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,1360
Ottawa,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,1360
Ottawa,Crisis Residential Services,,H0018,,Day,251,1393,594393,634842,1360
Ottawa,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,1360
Ottawa,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,1360
Ottawa,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,1360
Ottawa,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,1360
Ottawa,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,1360
Ottawa,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,5455,1360
Ottawa,Assessment ,,H0031,,Encounter,471,477,272821,528116,1360
Ottawa,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,139666,1360
Ottawa,Treatment Planning,,H0032,,Encounter,413,562,93711,258491,1360
Ottawa,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,112,127,19232,291414,1360
Ottawa,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,1360
Ottawa,Health Services,,H0034,,15 Minutes,0,0,0,0,1360
Ottawa,Home Based Services,,H0036,,15 Minutes,0,0,0,470134,1360
Ottawa,Home Based Services,,H0036,ST,15 Minutes,0,0,0,778,1360
Ottawa,Peer Directed and Operated Support Services,,H0038,,15 minutes,93,4173,302838,302838,1360
Ottawa,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,1360
Ottawa,Peer Directed and Operated Support Services,,NA,,,258,0,62040,62040,1360
Ottawa,Assertive Community Treatment (ACT),,H0039,,15 Minutes,55,5523,678952,678952,1360
