"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"Saginaw",91,91,6471739.47,"Speech & Language Therapy ",,,"92608","Each Additional  30 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",92,92,6471739.47,"Speech & Language Therapy ",,,"92609","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",93,93,6471739.47,"Speech & Language Therapy ",,,"92610","Encounter",0.00,0.00,0.00,515.32,1028.00
"Saginaw",98,98,6471739.47,"Psychological Testing PSYCH/PHYS ",,,"96101","Per Hour",2.00,9.00,2739.39,15827.57,1028.00
"Saginaw",99,99,6471739.47,"Assessment for Autism",,"U5","96101","Hour",2.00,2.00,308.98,3244.26,1028.00
"Saginaw",100,100,6471739.47,"Psychological Testing by Technician ",,,"96102","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",101,101,6471739.47,"Assessment for Autism",,"U5","96102","Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",102,102,6471739.47,"Psychological Testing by Comp ",,,"96103","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",103,103,6471739.47,"Assessments-Other",,,"96105","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",104,104,6471739.47,"Assessments-Other",,,"96110","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",105,105,6471739.47,"Assessments-Other",,,"96111","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",106,106,6471739.47,"Neurobehavioral Status Exam",,,"96116","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",107,107,6471739.47,"Neuropsych test by Psych/Phys ",,,"96118","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",108,108,6471739.47,"Assessment for Autism",,"U5","96118","Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",109,109,6471739.47,"Neuropsych test by Tech ",,,"96119","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",110,110,6471739.47,"Assessment for Autism",,"U5","96119","Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",111,111,6471739.47,"Neuropsych test Admin w/Comp ",,,"96120","Per Hour",0.00,0.00,0.00,0.00,1028.00
"Saginaw",112,112,6471739.47,"Assessments-Other",,,"96127",,0.00,0.00,0.00,0.00,1028.00
"Saginaw",113,113,6471739.47,"Medication Administration",,,"96372","Encounter",4.00,12.00,1398.30,398864.78,1028.00
"Saginaw",114,114,6471739.47,"Physical Therapy",,,"97001","Encounter",2.00,2.00,338.05,8451.19,1028.00
"Saginaw",115,115,6471739.47,"Physical Therapy",,,"97002","Encounter",0.00,0.00,0.00,515.32,1028.00
"Saginaw",116,116,6471739.47,"Occupational Therapy",,,"97003","Encounter",6.00,6.00,851.29,18586.47,1028.00
"Saginaw",117,117,6471739.47,"Occupational Therapy",,,"97004","Encounter",1.00,1.00,96.27,8086.78,1028.00
"Saginaw",118,118,6471739.47,"Occupational or Physical Therapy",,,"97110","15 Minutes",0.00,0.00,0.00,102477.89,1028.00
"Saginaw",119,119,6471739.47,"Occupational or Physical Therapy",,,"97112","15 Minutes",2.00,66.00,3653.01,24962.26,1028.00
"Saginaw",120,120,6471739.47,"Occupational or Physical Therapy",,,"97113","15 Minutes",0.00,0.00,0.00,3524.76,1028.00
"Saginaw",121,121,6471739.47,"Occupational or Physical Therapy",,,"97116","15 Minutes",0.00,0.00,0.00,10265.10,1028.00
"Saginaw",122,122,6471739.47,"Occupational or Physical Therapy",,,"97124","15 Minutes",0.00,0.00,0.00,1669.63,1028.00
"Saginaw",123,123,6471739.47,"Occupational or Physical Therapy",,,"97140","15 Minutes",0.00,0.00,0.00,6686.75,1028.00
"Saginaw",124,124,6471739.47,"Occupational or Physical Therapy",,,"97150","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",125,125,6471739.47,"Occupational or Physical Therapy",,,"97530","15 Minutes",6.00,214.00,13245.98,260958.14,1028.00
"Saginaw",126,126,6471739.47,"Occupational or Physical Therapy",,,"97532","15 Minutes",0.00,0.00,0.00,405.26,1028.00
"Saginaw",127,127,6471739.47,"Occupational or Physical Therapy",,,"97533","15 Minutes",2.00,90.00,3954.24,52503.56,1028.00
"Saginaw",128,128,6471739.47,"Occupational or Physical Therapy",,,"97535","15 Minutes",1.00,24.00,1126.33,4036.02,1028.00
"Saginaw",129,129,6471739.47,"Occupational or Physical Therapy",,,"97537","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",130,130,6471739.47,"Occupational or Physical Therapy",,,"97542","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",131,131,6471739.47,"Occupational or Physical Therapy",,,"97750","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",132,132,6471739.47,"Occupational Therapy",,,"97755","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",133,133,6471739.47,"Occupational or Physical Therapy",,,"97760","15 Minutes",0.00,0.00,0.00,309.19,1028.00
"Saginaw",135,135,6471739.47,"C/O for Orthotic/Prosth Use  or Physical Therapy",,,"97762","15 minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",136,136,6471739.47,"Assessment or Health Services",,,"97802","15 Minutes",1.00,4.00,249.44,17273.41,1028.00
"Saginaw",137,137,6471739.47,"Assessment or Health Services",,,"97803","15 Minutes",0.00,0.00,0.00,12367.59,1028.00
"Saginaw",138,138,6471739.47,"Health Services",,,"97804","30 Minutes",0.00,0.00,0.00,3153.74,1028.00
"Saginaw",139,139,6471739.47,"Substance Abuse: Acupuncture",,,"97810","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",140,140,6471739.47,"Substance Abuse: Acupuncture",,,"97811","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",141,141,6471739.47,"New Patient Evaluation and Management",,,"99201","Encounter",0.00,0.00,0.00,195.42,1028.00
"Saginaw",142,142,6471739.47,"Assessment for Autism",,"U5","99201","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",143,143,6471739.47,"Substance Abuse: New Patient Evaluation and Management",,"HF","99201","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",144,144,6471739.47,"New Patient Evaluation and Management",,,"99202","Encounter",0.00,0.00,0.00,220.32,1028.00
"Saginaw",145,145,6471739.47,"Assessment for Autism",,"U5","99202","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",146,146,6471739.47,"Substance Abuse: New Patient Evaluation and Management",,"HF","99202","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",147,147,6471739.47,"New Patient Evaluation and Management",,,"99203","Encounter",0.00,0.00,0.00,1775.35,1028.00
"Saginaw",148,148,6471739.47,"Assessment for Autism",,"U5","99203","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",149,149,6471739.47,"Substance Abuse: New Patient Evaluation and Management",,"HF","99203","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",150,150,6471739.47,"New Patient Evaluation and Management",,,"99204","Encounter",1.00,1.00,514.92,10813.33,1028.00
"Saginaw",151,151,6471739.47,"Assessment for Autism",,"U5","99204","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",152,152,6471739.47,"Substance Abuse: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",153,153,6471739.47,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,44.06,1028.00
"Saginaw",154,154,6471739.47,"Assessment for Autism",,"U5","99205","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",155,155,6471739.47,"Substance Abuse: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",156,156,6471739.47,"Established Patient Evaluation and Management",,,"99211","Encounter",4.00,7.00,2468.53,88867.13,1028.00
"Saginaw",157,157,6471739.47,"Assessment for Autism",,"U5","99211","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",158,158,6471739.47,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",159,159,6471739.47,"Established Patient Evaluation and Management",,,"99212","Encounter",7.00,7.00,881.16,114928.81,1028.00
"Saginaw",160,160,6471739.47,"Assessment for Autism",,"U5","99212","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",161,161,6471739.47,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",162,162,6471739.47,"Established Patient Evaluation and Management",,,"99213","Encounter",162.00,498.00,44280.33,560083.94,1028.00
"Saginaw",163,163,6471739.47,"Assessment for Autism",,"U5","99213","Encounter",0.00,0.00,0.00,1758.80,1028.00
"Saginaw",164,164,6471739.47,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",165,165,6471739.47,"Established Patient Evaluation and Management",,,"99214","Encounter",204.00,780.00,283273.13,670049.91,1028.00
"Saginaw",166,166,6471739.47,"Assessment for Autism",,"U5","99214","Encounter",3.00,14.00,5294.78,38576.24,1028.00
"Saginaw",167,167,6471739.47,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",168,168,6471739.47,"Established Patient Evaluation and Management",,,"99215","Encounter",20.00,28.00,15936.92,38134.78,1028.00
"Saginaw",169,169,6471739.47,"Assessment for Autism",,"U5","99215","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",170,170,6471739.47,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",171,171,6471739.47,"Additional Codes-Physician Services",,,"99221","30 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",172,172,6471739.47,"Additional Codes-Physician Services",,,"99222","50 Minutes",0.00,0.00,0.00,4674.90,1028.00
"Saginaw",173,173,6471739.47,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",174,174,6471739.47,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",175,175,6471739.47,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",176,176,6471739.47,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",177,177,6471739.47,"Additional Codes-Physician Services",,,"99231","15 Minutes",0.00,0.00,0.00,9213.72,1028.00
"Saginaw",178,178,6471739.47,"Additional Codes-Physician Services",,,"99232","25 minutes",0.00,0.00,0.00,3759.10,1028.00
"Saginaw",179,179,6471739.47,"Additional Codes-Physician Services",,,"99233","35 Minutes",0.00,0.00,0.00,1091.36,1028.00
"Saginaw",180,180,6471739.47,"Physician Consultations",,,"99241","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",181,181,6471739.47,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",182,182,6471739.47,"Physician Consultations",,,"99242","30 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",183,183,6471739.47,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",184,184,6471739.47,"Physician Consultations",,,"99243","40 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",185,185,6471739.47,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",186,186,6471739.47,"Physician Consultations",,,"99244","60 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",187,187,6471739.47,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",188,188,6471739.47,"Physician Consultations",,,"99245","80 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",189,189,6471739.47,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",190,190,6471739.47,"Physician Consultations",,,"99251","20 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",191,191,6471739.47,"Physician Consultations",,,"99252","40 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",192,192,6471739.47,"Physician Consultations",,,"99253","55 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",193,193,6471739.47,"Physician Consultations",,,"99254","80 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",194,194,6471739.47,"Physician Consultations",,,"99255","110 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",195,195,6471739.47,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",196,196,6471739.47,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",197,197,6471739.47,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",198,198,6471739.47,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",199,199,6471739.47,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",200,200,6471739.47,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",201,201,6471739.47,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",202,202,6471739.47,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",203,203,6471739.47,"Assessment for Autism",,"U5","99324","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",204,204,6471739.47,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",205,205,6471739.47,"Assessment for Autism",,"U5","99325","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",206,206,6471739.47,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",207,207,6471739.47,"Assessment for Autism",,"U5","99326","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",208,208,6471739.47,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",209,209,6471739.47,"Assessment for Autism",,"U5","99327","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",210,210,6471739.47,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",211,211,6471739.47,"Assessment for Autism",,"U5","99328","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",212,212,6471739.47,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",213,213,6471739.47,"Assessment for Autism",,"U5","99334","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",214,214,6471739.47,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",215,215,6471739.47,"Assessment for Autism",,"U5","99335","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",216,216,6471739.47,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",217,217,6471739.47,"Assessment for Autism",,"U5","99336","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",218,218,6471739.47,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",219,219,6471739.47,"Assessment for Autism",,"U5","99337","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",220,220,6471739.47,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",221,221,6471739.47,"Assessment for Autism",,"U5","99341","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",222,222,6471739.47,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",223,223,6471739.47,"Assessment for Autism",,"U5","99342","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",224,224,6471739.47,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",225,225,6471739.47,"Assessment for Autism",,"U5","99343","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",226,226,6471739.47,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",227,227,6471739.47,"Assessment for Autism",,"U5","99344","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",228,228,6471739.47,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",229,229,6471739.47,"Assessment for Autism",,"U5","99345","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",230,230,6471739.47,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",231,231,6471739.47,"Assessment for Autism",,"U5","99347","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",232,232,6471739.47,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",233,233,6471739.47,"Assessment for Autism",,"U5","99348","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",234,234,6471739.47,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",235,235,6471739.47,"Assessment for Autism",,"U5","99349","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",236,236,6471739.47,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",237,237,6471739.47,"Assessment for Autism",,"U5","99350","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",238,238,6471739.47,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",239,239,6471739.47,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",240,240,6471739.47,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,1028.00
"Saginaw",241,241,6471739.47,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,1028.00
"Saginaw",242,242,6471739.47,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",243,243,6471739.47,"Substance Abuse: Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",244,244,6471739.47,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,1210.50,1028.00
"Saginaw",245,245,6471739.47,"Substance Abuse: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",246,246,6471739.47,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",247,247,6471739.47,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",248,248,6471739.47,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,1028.00
"Saginaw",249,249,6471739.47,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,1028.00
"Saginaw",250,250,6471739.47,"Additional Codes-Transportation",,,"A0425","Per Mile",2.00,8.00,95.97,1679.50,1028.00
"Saginaw",251,251,6471739.47,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,1028.00
"Saginaw",252,252,6471739.47,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,2250.07,1028.00
"Saginaw",254,254,6471739.47,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,1028.00
"Saginaw",255,255,6471739.47,"Substance Abuse: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",256,256,6471739.47,"Substance Abuse: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",257,257,6471739.47,"Assessment ",,,"H0002","Encounter",53.00,53.00,11982.06,183800.30,1028.00
"Saginaw",258,258,6471739.47,"Substance Abuse: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",259,259,6471739.47,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",260,260,6471739.47,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",261,261,6471739.47,"Substance Abuse: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",262,262,6471739.47,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",263,263,6471739.47,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",264,264,6471739.47,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",265,265,6471739.47,"Substance Abuse: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",266,266,6471739.47,"Crisis Residential Services",,,"H0018","Day",0.00,0.00,0.00,548357.39,1028.00
"Saginaw",267,267,6471739.47,"Substance Abuse: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",268,268,6471739.47,"Substance Abuse: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",269,269,6471739.47,"Substance Abuse: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",270,270,6471739.47,"Substance Abuse: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",271,271,6471739.47,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,425423.66,1028.00
"Saginaw",272,272,6471739.47,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",273,273,6471739.47,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,1028.00
"Saginaw",274,274,6471739.47,"Assessment ",,,"H0031","Encounter",425.00,592.00,418043.52,1370646.07,1028.00
"Saginaw",275,275,6471739.47,"Assessment for Autism",,"U5","H0031","Encounter",20.00,30.00,7781.04,89481.99,1028.00
"Saginaw",276,276,6471739.47,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,51604.71,1028.00
"Saginaw",277,277,6471739.47,"Treatment Planning",,,"H0032","Encounter",51.00,154.00,35397.18,760579.67,1028.00
"Saginaw",278,278,6471739.47,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",279,279,6471739.47,"Substance Abuse: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",280,280,6471739.47,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,830.50,1028.00
"Saginaw",281,281,6471739.47,"Home Based Services",,,"H0036","15 Minutes",24.00,1200.00,152876.19,293522.28,1028.00
"Saginaw",282,282,6471739.47,"Home Based Services",,"ST","H0036","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",283,283,6471739.47,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",4.00,8.00,573.41,702785.56,1028.00
"Saginaw",284,284,6471739.47,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",285,285,6471739.47,"Substance Abuse: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",286,286,6471739.47,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,0.00,1028.00
"Saginaw",287,287,6471739.47,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,667937.53,1028.00
"Saginaw",288,288,6471739.47,"Community Living Supports in Independent living/own home",,,"H0043","Per diem",11.00,650.00,24047.58,1788806.79,1028.00
"Saginaw",289,289,6471739.47,"Respite",,,"H0045","Day",0.00,0.00,0.00,84617.68,1028.00
"Saginaw",290,290,6471739.47,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",291,291,6471739.47,"Substance Abuse: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",292,292,6471739.47,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",293,293,6471739.47,"Behavior Treatment Plan Review",,,"H2000","Encounter",0.00,0.00,0.00,252.52,1028.00
"Saginaw",294,294,6471739.47,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",0.00,0.00,0.00,0.00,1028.00
"Saginaw",295,295,6471739.47,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",296,296,6471739.47,"Crisis Intervention",,,"H2011","15 Minutes",264.00,2469.00,609804.44,1224054.60,1028.00
"Saginaw",297,297,6471739.47,"Substance Abuse: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,1028.00
"Saginaw",298,298,6471739.47,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",0.00,0.00,0.00,2682657.46,1028.00
"Saginaw",299,299,6471739.47,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,213050.56,1028.00
"Saginaw",300,300,6471739.47,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",47.00,12390.00,69364.86,10326232.82,1028.00
"Saginaw",301,301,6471739.47,"Community Living Supports (Daily)",,,"H2016","Per Diem",0.00,0.00,0.00,6593237.82,1028.00
"Saginaw",302,302,6471739.47,"Behavior Services",,,"H2019","15 Minutes",0.00,0.00,0.00,202503.80,1028.00
"Saginaw",303,303,6471739.47,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,1808.18,1028.00
"Saginaw",304,304,6471739.47,"Applied Behavioral Intervention (ABI).",,"U5","H2019","15 Minutes",7.00,8928.00,284061.94,3885393.40,1028.00
"Saginaw",305,305,6471739.47,"Early Intensive Behavioral Intervention (EIBI)",,"U5, TG","H2019","15 Minutes",0.00,0.00,0.00,65775.03,1028.00
"Saginaw",306,306,6471739.47,"Wraparound",,,"H2021","15 Minutes",72.00,2212.00,585382.36,631958.90,1028.00
"Saginaw",307,307,6471739.47,"Wraparound (SED Waiver)",,,"H2022","Day",29.00,332.00,337664.12,348851.79,1028.00
"Saginaw",308,308,6471739.47,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,1028.00
"Saginaw",309,309,6471739.47,"Supported Employment Services",,,"H2023","15 minutes",0.00,0.00,0.00,1231251.51,1028.00
"Saginaw",310,310,6471739.47,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,1028.00
