CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,386
Van Buren,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,386
Van Buren,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,386
Van Buren,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,386
Van Buren,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,386
Van Buren,Established Patient Evaluation and Management,,99212,,Encounter,2,2,125.36,1971.24,386
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,386
Van Buren,Established Patient Evaluation and Management,,99213,,Encounter,130,350,31565.21,167900.38,386
Van Buren,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,386
Van Buren,Established Patient Evaluation and Management,,99214,,Encounter,3,3,588.39,19493.65,386
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,386
Van Buren,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0,24.57,386
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,386
Van Buren,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,123.11,497.58,386
Van Buren,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,123.11,386
Van Buren,Additional Codes-Physician Services,,99223,,70 Minutes,1,1,123.11,2226.32,386
Van Buren,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,386
Van Buren,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,386
Van Buren,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,386
Van Buren,Additional Codes-Physician Services,,99231,,15 Minutes,1,1,123.11,2661.82,386
Van Buren,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,5107.5,386
Van Buren,Additional Codes-Physician Services,,99233,,35 Minutes,2,2,246.22,5849.24,386
Van Buren,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,386
Van Buren,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,386
Van Buren,Assessment,,99324,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99325,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99326,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99327,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99328,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99334,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99335,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99336,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99337,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99341,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99342,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99343,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99344,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99345,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99347,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99348,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99349,,Encounter,0,0,0,0,386
Van Buren,Assessment,,99350,,Encounter,0,0,0,0,386
Van Buren,Medication Administration,,99506,,Encounter,0,0,0,0,386
Van Buren,Medication Management,,99605,,15 Minutes,0,0,0,0,386
Van Buren,Transportation,,A0080,,Per mile,0,0,0,0,386
Van Buren,Transportation,,A0090,,Per mile,0,0,0,0,386
Van Buren,Transportation,,A0100,,Per one-way trip,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,386
Van Buren,Transportation,,A0110,,Per one-way trip,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,386
Van Buren,Transportation,,A0120,,Per one-way trip,0,0,0,0,386
Van Buren,Transportation,,A0130,,Per one-way trip,0,0,0,0,386
Van Buren,Transportation,,A0140,,Per one-way trip,0,0,0,0,386
Van Buren,Transportation,,A0170,,,0,0,0,0,386
Van Buren,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,386
Van Buren,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,386
Van Buren,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,386
Van Buren,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,386
Van Buren,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,386
Van Buren,Assessment ,,H0002,,Encounter,142,158,24415.68,71523.24,386
Van Buren,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,386
Van Buren,Crisis Residential Services,,H0018,,Day,4,20,16030.59,85693.13,386
Van Buren,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,386
Van Buren,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,386
Van Buren,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,386
Van Buren,Assessment ,,H0031,,Encounter,1,1,168.97,168.97,386
Van Buren,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0,386
Van Buren,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,386
Van Buren,Treatment Planning,,H0032,,Encounter,93,106,32164.43,199067.59,386
Van Buren,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,1,1,250.73,72275.45,386
Van Buren,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,386
Van Buren,Health Services,,H0034,,15 Minutes,0,0,0,0,386
Van Buren,Home Based Services,,H0036,,15 Minutes,27,2326,262564.3,276781.19,386
Van Buren,Home Based Services,,H0036,ST,15 Minutes,5,120,13539.89,13539.89,386
Van Buren,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,10858.49,386
Van Buren,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,386
Van Buren,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,386
Van Buren,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,759679.54,386
Van Buren,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,1939746.67,386
Van Buren,Respite,,H0045,,Day,1,5,1538.93,1538.93,386
Van Buren,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,386
Van Buren,Behavior Treatment Plan Review,,H2000,,Encounter,4,7,2457.24,49089.64,386
Van Buren,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,7,29,10179.99,108809.2,386
Van Buren,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,386
Van Buren,Crisis Intervention,,H2011,,15 Minutes,10,18,1128.32,7703.94,386
Van Buren,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,386
Van Buren,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,2,6,84.62,997039.18,386
Van Buren,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,223840.47,386
Van Buren,Community Living Supports (15 Minutes),,H2015,,15 Minutes,38,14821,135636.08,1677439.4,386
Van Buren,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0,5054760.38,386
Van Buren,Behavior Services,,H2019,,15 Minutes,0,0,0,0,386
Van Buren,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,386
Van Buren,Wraparound,,H2021,,15 Minutes,1,44,5128.71,5128.71,386
Van Buren,Wraparound (SED Waiver),,H2022,,Day,2,3,1579.65,1579.65,386
Van Buren,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,386
Van Buren,Supported Employment Services,,H2023,,15 minutes,0,0,0,239993.92,386
Van Buren,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,386
Van Buren,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,732310.85,386
Van Buren,Home Based Services,,H2033,,15 Minutes,0,0,0,0,386
Van Buren,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,386
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,386
Van Buren,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0,386
Van Buren,Transportation,,S0209,,Per Mile,0,0,0,0,386
Van Buren,Transportation,,S0215,,Per Mile,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,386
Van Buren,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,386
Van Buren,Family Training,,S5111,,Encounter,0,0,0,0,386
Van Buren,Family Training,,S5111,HA,Encounter,0,0,0,0,386
Van Buren,Family Training,,S5111,HM,Encounter,8,31,11659.35,13539.89,386
Van Buren,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,386
Van Buren,Foster Care,,S5140,,Day,0,0,0,0,386
Van Buren,Foster Care,,S5145,,Day,0,0,0,0,386
Van Buren,Respite,,S5150,,15 Minutes,0,0,0,0,386
Van Buren,Respite,,S5151,,Per Diem,0,0,0,0,386
Van Buren,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,386
Van Buren,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,386
Van Buren,Environmental Modification ,,S5165,,Service,0,0,0,0,386
Van Buren,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,386
Van Buren,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,386
Van Buren,Health Services,,S9445,,Encounter,0,0,0,0,386
Van Buren,Health Services,,S9446,,Encounter,0,0,0,0,386
Van Buren,Health Services,,S9470,,Encounter,0,0,0,173.43,386
Van Buren,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,386
Van Buren,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,386
Van Buren,Residential Room and Board,,S9976,,Day,0,0,0,0,386
Van Buren,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,386
Van Buren,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,386
Van Buren,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,80354.53,386
Van Buren,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,24179.54,386
Van Buren,Assessment,,T1001,,Encounter,0,0,0,7033.22,386
Van Buren,Health Services,,T1002,,Up to 15 min,1,3,299.63,20455.83,386
Van Buren,Respite Care,,T1005,,15 Minutes,10,5112,31924.06,81746.79,386
Van Buren,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,386
Van Buren,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,386
Van Buren,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,4799.17,386
Van Buren,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,386
Van Buren,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,386
Van Buren,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,5,27,4061.96,492730.68,386
Van Buren,Targeted Case Management ,,T1017,,15 minutes,120,3688,649187.8,1989562.16,386
Van Buren,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,22378.43,386
Van Buren,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0,1709065.57,386
Van Buren,Assessments,,T1023,,Encounter,37,50,23506.76,84624.34,386
Van Buren,Prevention Services - Direct Model ,,T1027,,15 Minutes,10,237,44568.82,67135.31,386
Van Buren,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,2810.58,386
Van Buren,Transportation,,T2001,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,386
Van Buren,Transportation,,T2002,,Per Diem,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,386
Van Buren,Transportation,,T2003,,Encounter / Trip,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,386
Van Buren,Transportation,,T2004,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,386
Van Buren,Transportation,,T2005,,Encounter,0,0,0,0,386
Van Buren,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,386
Van Buren,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,386
Van Buren,Fiscal Intermediary Services,,T2025,,Month,0,0,0,9874.84,386
Van Buren,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,386
Van Buren,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,386
Van Buren,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,386
Van Buren,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,512.97,386
Van Buren,Housing Assistance,,T2038,,Service,0,0,0,0,386
Van Buren,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,386
Van Buren,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,386
Van Buren,Wraparound Services,,T5999,,Per Item,0,0,0,0,386
Van Buren,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,386
Van Buren,Other,,,,,0,0,0,0,386
Van Buren,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,386
Washtenaw,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,27,242,161662,739452.73,605
Washtenaw,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,0,0,0,0,605
Washtenaw,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,605
Washtenaw,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,605
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,47,560,456101.5,3778653.04,605
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,605
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,605
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,605
Washtenaw,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,495495,605
Washtenaw,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,221102,605
Washtenaw,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,605
Washtenaw,ECT Anesthesia,370,,,,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,605
Washtenaw,ECT Recovery Room,710,,,,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,605
Washtenaw,Crisis Observation Care,762,,,Hour,0,0,0,0,605
Washtenaw,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,45690,605
Washtenaw,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,605
Washtenaw,Outpatient Partial Hospitalization,912,,,Day,40,379,131994.77,422791.89,605
Washtenaw,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,605
Washtenaw,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,605
Washtenaw,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,605
Washtenaw,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,605
Washtenaw,ABA Behavior Identification Assessment,,0359T,U5,Encounter,4,4,1791.64,44343.09,605
Washtenaw,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,1,3,172.11,1319.51,605
Washtenaw,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,1,5,272.5,2561.5,605
Washtenaw,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,2,170,4574.7,204381.45,605
Washtenaw,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,2,1094,29581.76,1066782.08,605
Washtenaw,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,3691.46,605
Washtenaw,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,6966.01,605
Washtenaw,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,2,33,1982.64,100994.48,605
Washtenaw,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,1,70,4155.2,159203.52,605
Washtenaw,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,2,16,1861.92,56323.08,605
Washtenaw,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,605
Washtenaw,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,605
Washtenaw,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,2260,605
Washtenaw,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,24833.25,605
Washtenaw,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,605
Washtenaw,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,605
Washtenaw,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,605
Washtenaw,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,605
Washtenaw,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,605
Washtenaw,Drug Screen,,80305,,Encounter,0,0,0,0,605
Washtenaw,Drug Screen,,80306,,Encounter,0,0,0,0,605
Washtenaw,Drug Screen,,80307,,Encounter,0,0,0,0,605
Washtenaw,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,605
Washtenaw,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,605
Washtenaw,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,605
Washtenaw,Assessment,,"90791
",,Encounter,2,2,870.68,35697.8,605
Washtenaw,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,605
Washtenaw,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,605
Washtenaw,Assessment,,90792,,Encounter,100,102,51173.4,228775.2,605
Washtenaw,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,605
Washtenaw,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,605
Washtenaw,Mental Health: Outpatient Care,,90832,,30 Minutes,33,41,3495.25,31969.75,605
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,605
Washtenaw,Assessment,,90833,,30 Minutes,0,0,0,0,605
Washtenaw,Mental Health: Outpatient Care,,90834,,45 Minutes,53,125,16357.5,105342.3,605
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,605
Washtenaw,Assessment,,90836,,45 Minutes,0,0,0,0,605
Washtenaw,Mental Health: Outpatient Care,,90837,,60 Minutes,114,537,95258.43,290919.6,605
Washtenaw,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,605
Washtenaw,Assessment,,90838,,60 Minutes,0,0,0,0,605
Washtenaw,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,605
Washtenaw,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,605
Washtenaw,Therapy-Family Therapy,,90846,,Encounter,41,132,24600.84,27769.13,605
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,605
Washtenaw,Therapy-Family Therapy,,90847,,Encounter,250,2143,352780.66,441840.08,605
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,605
Washtenaw,Therapy-Family Therapy,,90849,,Encounter,3,18,4141.62,5061.98,605
Washtenaw,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,605
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,605
Washtenaw,Therapy-Group Therapy,,90853,,Encounter,18,130,32960.2,731209.36,605
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,605
Washtenaw,Pharmacological Management (SED Waiver),,90863,,,0,0,0,0,605
Washtenaw,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,605
Washtenaw,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,605
Washtenaw,Assessments-Other,,90887,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92507,,Encounter,0,0,0,89013.1,605
Washtenaw,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92522,,Encounter,0,0,0,561.59,605
Washtenaw,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,605
Washtenaw,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,605
