CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Van Buren,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,3,14,3800,3800
Van Buren,Assessment for Autism,,96101,U5,Hour,41,140,38514,50727
Van Buren,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0
Van Buren,Assessment for Autism,,96102,U5,Hour,0,0,0,0
Van Buren,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0
Van Buren,Assessments-Other,,96105,,Encounter,0,0,0,0
Van Buren,Assessments-Other,,96110,,Encounter,0,0,0,0
Van Buren,Assessments-Other,,96111,,Encounter,0,0,0,0
Van Buren,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0
Van Buren,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0
Van Buren,Assessment for Autism,,96118,U5,Hour,0,0,0,0
Van Buren,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0
Van Buren,Assessment for Autism,,96119,U5,Hour,0,0,0,0
Van Buren,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0
Van Buren,Assessments-Other,,96127,,,0,0,0,0
Van Buren,Medication Administration,,96372,,Encounter,11,118,10888,58871
Van Buren,Occupational or Physical Therapy,,97110,,15 Minutes,1,2,185,185
Van Buren,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97140,,15 Minutes,1,2,185,185
Van Buren,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Van Buren,Physical Therapy,,97161,,Encounter,0,0,0,0
Van Buren,Physical Therapy,,97162,,Encounter,0,0,0,0
Van Buren,Physical Therapy,,97163,,Encounter,0,0,0,0
Van Buren,Physical Therapy,,97164,,Encounter,0,0,0,0
Van Buren,Occupational Therapy,,97165,,Encounter,0,0,0,0
Van Buren,Occupational Therapy,,97166,,Encounter,13,13,4798,4798
Van Buren,Occupational Therapy,,97167,,Encounter,4,4,1476,1476
Van Buren,Occupational Therapy,,97168,,Encounter,6,6,2215,2215
Van Buren,Occupational or Physical Therapy,,97530,,15 Minutes,44,582,53704,53704
Van Buren,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97537,,15 Minutes,2,6,554,554
Van Buren,Occupational or Physical Therapy,,97542,,15 Minutes,2,3,277,277
Van Buren,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Van Buren,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Van Buren,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0
Van Buren,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0,0
Van Buren,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0,0
Van Buren,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0
Van Buren,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0
Van Buren,Health Services,,97804,,30 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0
Van Buren,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Van Buren,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Van Buren,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Van Buren,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Van Buren,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Van Buren,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Van Buren,Established Patient Evaluation and Management,,99212,,Encounter,4,6,326,3311
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Van Buren,Established Patient Evaluation and Management,,99213,,Encounter,197,666,54225,208633
Van Buren,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Van Buren,Established Patient Evaluation and Management,,99214,,Encounter,3,12,1761,2741
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Van Buren,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0,250
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Van Buren,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,445
Van Buren,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,425
Van Buren,Additional Codes-Physician Services,,99223,,70 Minutes,1,1,106,2229
Van Buren,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Van Buren,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Van Buren,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Van Buren,Additional Codes-Physician Services,,99231,,15 Minutes,3,5,225,2183
Van Buren,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,5509
Van Buren,Additional Codes-Physician Services,,99233,,35 Minutes,2,3,230,9713
Van Buren,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0,955
Van Buren,Additional Codes-Physician Services,,99239,,> 30 Minutes,2,2,122,2034
Van Buren,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Van Buren,Assessment,,99324,,Encounter,0,0,0,0
Van Buren,Assessment,,99325,,Encounter,0,0,0,0
Van Buren,Assessment,,99326,,Encounter,0,0,0,0
Van Buren,Assessment,,99327,,Encounter,0,0,0,0
Van Buren,Assessment,,99328,,Encounter,0,0,0,0
Van Buren,Assessment,,99334,,Encounter,0,0,0,0
Van Buren,Assessment,,99335,,Encounter,0,0,0,0
Van Buren,Assessment,,99336,,Encounter,0,0,0,0
Van Buren,Assessment,,99337,,Encounter,0,0,0,0
Van Buren,Assessment,,99341,,Encounter,0,0,0,0
Van Buren,Assessment,,99342,,Encounter,0,0,0,0
Van Buren,Assessment,,99343,,Encounter,0,0,0,0
Van Buren,Assessment,,99344,,Encounter,0,0,0,0
Van Buren,Assessment,,99345,,Encounter,0,0,0,0
Van Buren,Assessment,,99347,,Encounter,0,0,0,0
Van Buren,Assessment,,99348,,Encounter,0,0,0,0
Van Buren,Assessment,,99349,,Encounter,0,0,0,0
Van Buren,Assessment,,99350,,Encounter,0,0,0,0
Van Buren,Medication Administration,,99506,,Encounter,0,0,0,0
Van Buren,Medication Management,,99605,,15 Minutes,0,0,0,0
Van Buren,Transportation,,A0080,,Per mile,0,0,0,0
Van Buren,Transportation,,A0090,,Per mile,0,0,0,0
Van Buren,Transportation,,A0100,,Per one-way trip,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0
Van Buren,Transportation,,A0110,,Per one-way trip,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Van Buren,Transportation,,A0120,,Per one-way trip,0,0,0,0
Van Buren,Transportation,,A0130,,Per one-way trip,0,0,0,0
Van Buren,Transportation,,A0140,,Per one-way trip,0,0,0,0
Van Buren,Transportation,,A0170,,,0,0,0,0
Van Buren,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Van Buren,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Van Buren,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0
Van Buren,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0
Van Buren,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Van Buren,Occupational Therapy,,G0515,,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0
Van Buren,Assessment ,,H0002,,Encounter,15,15,2035,63914
Van Buren,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002+E249,H0012,,Day,0,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0,0
Van Buren,Crisis Residential Services,,H0018,,Day,2,33,16636,108178
Van Buren,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0
Van Buren,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0
Van Buren,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0
Van Buren,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0
Van Buren,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0
Van Buren,Assessment ,,H0031,,Encounter,0,0,0,0
Van Buren,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0
Van Buren,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0
Van Buren,Treatment Planning,,H0032,,Encounter,107,163,41986,189230
Van Buren,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,76,270,73223,74091
Van Buren,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Van Buren,Health Services,,H0034,,15 Minutes,0,0,0,0
Van Buren,Home Based Services,,H0036,,15 Minutes,2,284,27748,262888
Van Buren,Home Based Services,,H0036,ST,15 Minutes,0,0,0,80638
Van Buren,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,8504
Van Buren,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Van Buren,Peer Directed and Operated Support Services,,NA,,,0,0,0,0
Van Buren,Assertive Community Treatment (ACT),,H0039,,15 Minutes,12,1316,117177,654253
Van Buren,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,,Per Diem,14,3164,642921,642921
Van Buren,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,17,5495,1211205,1211205
Van Buren,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0,0
Van Buren,Respite,,H0045,,Day,0,0,0,10723
Van Buren,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Van Buren,Behavior Treatment Plan Review,,H2000,,Encounter,50,168,51066,55322
Van Buren,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,80,452,137392,147119
Van Buren,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Van Buren,Crisis Intervention,,H2011,,15 Minutes,1,1,54,217
Van Buren,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Van Buren,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0,0
Van Buren,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,43,38283,414927,455254
Van Buren,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,9,8937,109146,109146
Van Buren,Community Living Supports (15 Minutes),,H2015,,15 Minutes,91,106007,699964,750256
Van Buren,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,125,116298,1094700,1100355
Van Buren,Community Living Supports (Daily),,H2016,,Per Diem,82,26050,3183151,5241886
Van Buren,Behavior Services,,H2019,,15 Minutes,0,0,0,1180
Van Buren,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0
Van Buren,Wraparound,,H2021,,15 Minutes,0,0,0,8202
Van Buren,Supported Employment Services,,H2023,,15 minutes,58,18488,204356,229997
Van Buren,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Van Buren,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,8,11551,94047,696841
Van Buren,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Van Buren,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Van Buren,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0
Van Buren,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0
Van Buren,Transportation,,S0209,,Per Mile,0,0,0,0
Van Buren,Transportation,,S0215,,Per Mile,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0
Van Buren,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Van Buren,Family Training,,S5111,,Encounter,4,8,2605,7816
Van Buren,Family Training,,S5111,HA,Encounter,0,0,0,0
Van Buren,Family Training,,S5111,HM,Encounter,8,56,18238,33870
Van Buren,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0
Van Buren,Foster Care,,S5140,,Day,0,0,0,0
Van Buren,Foster Care,,S5145,,Day,0,0,0,0
Van Buren,Respite,,S5150,,15 Minutes,0,0,0,0
Van Buren,Respite,,S5151,,Per Diem,0,0,0,0
Van Buren,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0
Van Buren,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0
Van Buren,Environmental Modification ,,S5165,,Service,0,0,0,0
Van Buren,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0
Van Buren,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0
Van Buren,Private Duty Nursing,0582,S9123,,Hour,0,0,0,0
Van Buren,Private Duty Nursing,,S9123,,Hour,0,0,0,0
Van Buren,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0
Van Buren,Private Duty Nursing,0582,S9124,,Hour,0,0,0,0
Van Buren,Private Duty Nursing,,S9124,,Hour,0,0,0,0
Van Buren,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0
Van Buren,Health Services,,S9445,,Encounter,0,0,0,0
Van Buren,Health Services,,S9446,,Encounter,0,0,0,0
Van Buren,Health Services,,S9470,,Encounter,1,12,84,84
Van Buren,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0
Van Buren,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0
Van Buren,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,0,0,0,0
Van Buren,Residential Room and Board,,S9976,,Day,0,0,0,0
Van Buren,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0
Van Buren,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0
Van Buren,Private Duty Nursing,,T1000,TD,Up to 15 min,1,6539,72978,72978
Van Buren,Private Duty Nursing,,T1000,TE,Up to 15 min,1,2976,25381,25381
Van Buren,Assessment,,T1001,,Encounter,30,30,8305,8305
Van Buren,Health Services,,T1002,,Up to 15 min,1,20,221,1882
Van Buren,Respite Care,,T1005,,15 Minutes,25,11615,61550,67917
Van Buren,Respite Care,,T1005,TD,15 Minutes,0,0,0,0
Van Buren,Respite Care,,T1005,TE,15 Minutes,0,0,0,0
Van Buren,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0
Van Buren,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Van Buren,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0
Van Buren,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,148,3561,447964,449700
Van Buren,Targeted Case Management ,,T1017,,15 minutes,226,5116,778258,1958835
Van Buren,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,6,46,7491,17098
Van Buren,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,82,26021,1518908,1905073
Van Buren,Assessments,,T1023,,Encounter,6,12,4885,87118
Van Buren,Prevention Services - Direct Model ,,T1027,,15 Minutes,2,75,12213,102209
Van Buren,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,3,139,4519,4519
Van Buren,Transportation,,T2001,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0
Van Buren,Transportation,,T2002,,Per Diem,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0
Van Buren,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Van Buren,Transportation,,T2004,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0
Van Buren,Transportation,,T2005,,Encounter,0,0,0,0
Van Buren,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0
Van Buren,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0
Van Buren,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0
Van Buren,Prevention Services - Direct Model ,,T2024,,,0,0,0,0
Van Buren,Fiscal Intermediary Services,,T2025,,Month,7,70,9612,9612
Van Buren,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Van Buren,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0
Van Buren,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0
Van Buren,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,8870
Van Buren,Housing Assistance,,T2038,,Service,0,0,0,0
Van Buren,Enhanced Medical Equipment-Supplies,,T2039,,Item,1,1,15463,15463
Van Buren,Goods and Services ,,T5999,HK,Per Item,0,0,0,0
Van Buren,Wraparound Services,,T5999,,Per Item,0,0,0,0
Van Buren,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Van Buren,Other,,,,,0,0,0,0
Van Buren,Aggregate for 'J' Codes,,ALL,,,0,0,0,0
Washtenaw,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,7,81,68642,701672
Washtenaw,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,2,13,11017,263551
Washtenaw,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
Washtenaw,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,18,138,122198,2997384
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,6,31,27450,1341517
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0
Washtenaw,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0
Washtenaw,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0
Washtenaw,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0,0
Washtenaw,ECT Anesthesia,0370,,,,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0,0
Washtenaw,ECT Recovery Room,0710,,,,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0,0
Washtenaw,Crisis Observation Care,0762,,,Hour,0,0,0,0
Washtenaw,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0,163601
Washtenaw,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
Washtenaw,Outpatient Partial Hospitalization,0912,,,Day,4,84,31991,522893
Washtenaw,Outpatient Partial Hospitalization,0913,,,Day,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0,0
Washtenaw,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Washtenaw,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0,0
Washtenaw,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0,0
Washtenaw,ABA Behavior Identification Assessment,,0359T,U5,Encounter,100,164,70910,76099
Washtenaw,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,4,11,558,761
Washtenaw,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,4,17,517,761
Washtenaw,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,122,11323,318063,334889
Washtenaw,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,122,65430,1993652,2070254
Washtenaw,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,15,821,8481,8522
Washtenaw,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,15,1001,8388,8522
Washtenaw,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,120,2696,144937,152195
Washtenaw,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,120,5351,264603,273932
Washtenaw,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,101,802,88028,91320
Washtenaw,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,2,16,2435,2435
Washtenaw,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0
Washtenaw,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,2,128,3044,3044
Washtenaw,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,2,542,21306,21306
Washtenaw,Drug Screen,,80305,,Encounter,0,0,0,0
Washtenaw,Drug Screen,,80306,,Encounter,0,0,0,0
Washtenaw,Drug Screen,,80307,,Encounter,0,0,0,0
Washtenaw,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0
Washtenaw,Assessment for Autism,,90785,U5,Encounter,0,0,0,0
Washtenaw,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0
