"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"Tuscola",150,150,2617441.35,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,,"97762","15 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",151,151,2617441.35,"Occupational or Physical Therapy",,,"97763","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",152,152,2617441.35,"Assessment or Health Services",,,"97802","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",153,153,2617441.35,"Assessment or Health Services",,,"97803","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",154,154,2617441.35,"Health Services",,,"97804","30 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",155,155,2617441.35,"Substance Use Disorder: Acupuncture",,,"97810","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",156,156,2617441.35,"Substance Use Disorder: Acupuncture",,,"97811","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",157,157,2617441.35,"New Patient Evaluation and Management",,,"99201","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",158,158,2617441.35,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99201","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",159,159,2617441.35,"New Patient Evaluation and Management",,,"99202","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",160,160,2617441.35,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99202","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",161,161,2617441.35,"New Patient Evaluation and Management",,,"99203","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",162,162,2617441.35,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99203","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",163,163,2617441.35,"New Patient Evaluation and Management",,,"99204","Encounter",0.00,0.00,0.00,310.20,302.00
"Tuscola",164,164,2617441.35,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",165,165,2617441.35,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",166,166,2617441.35,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",167,167,2617441.35,"Established Patient Evaluation and Management",,,"99211","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",168,168,2617441.35,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",169,169,2617441.35,"Established Patient Evaluation and Management",,,"99212","Encounter",71.00,131.00,22344.30,89350.84,302.00
"Tuscola",170,170,2617441.35,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",171,171,2617441.35,"Established Patient Evaluation and Management",,,"99213","Encounter",85.00,197.00,39551.21,294081.15,302.00
"Tuscola",172,172,2617441.35,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",173,173,2617441.35,"Established Patient Evaluation and Management",,,"99214","Encounter",27.00,49.00,15429.77,152549.62,302.00
"Tuscola",174,174,2617441.35,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",175,175,2617441.35,"Established Patient Evaluation and Management",,,"99215","Encounter",11.00,21.00,11021.26,66652.39,302.00
"Tuscola",176,176,2617441.35,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",177,177,2617441.35,"Additional Codes-Physician Services",,,"99221","30 Minutes",2.00,2.00,209.42,314.13,302.00
"Tuscola",178,178,2617441.35,"Additional Codes-Physician Services",,,"99222","50 Minutes",17.00,17.00,2393.87,6620.75,302.00
"Tuscola",179,179,2617441.35,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,209.14,302.00
"Tuscola",180,180,2617441.35,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",181,181,2617441.35,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",182,182,2617441.35,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",183,183,2617441.35,"Additional Codes-Physician Services",,,"99231","15 Minutes",17.00,65.00,2629.28,8171.60,302.00
"Tuscola",184,184,2617441.35,"Additional Codes-Physician Services",,,"99232","25 minutes",10.00,25.00,1858.79,6516.82,302.00
"Tuscola",185,185,2617441.35,"Additional Codes-Physician Services",,,"99233","35 Minutes",4.00,5.00,535.66,643.16,302.00
"Tuscola",186,186,2617441.35,"Additional Codes-Physician Services",,,"99238","<= 30 Minutes",16.00,16.00,1194.41,2703.72,302.00
"Tuscola",187,187,2617441.35,"Additional Codes-Physician Services",,,"99239","> 30 Minutes",0.00,0.00,0.00,1675.95,302.00
"Tuscola",188,188,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",189,189,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",190,190,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",191,191,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",192,192,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",193,193,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99251","20 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",194,194,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99252","40 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",195,195,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99253","55 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",196,196,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99254","80 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",197,197,2617441.35,"Substance Use Disorder: Physician Consultations",,"HF","99255","110 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",198,198,2617441.35,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",199,199,2617441.35,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",200,200,2617441.35,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",201,201,2617441.35,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",202,202,2617441.35,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",203,203,2617441.35,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",204,204,2617441.35,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",205,205,2617441.35,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",206,206,2617441.35,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",207,207,2617441.35,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",208,208,2617441.35,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",209,209,2617441.35,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",210,210,2617441.35,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",211,211,2617441.35,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",212,212,2617441.35,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",213,213,2617441.35,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",214,214,2617441.35,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",215,215,2617441.35,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",216,216,2617441.35,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",217,217,2617441.35,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",218,218,2617441.35,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",219,219,2617441.35,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",220,220,2617441.35,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",221,221,2617441.35,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",222,222,2617441.35,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",223,223,2617441.35,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",224,224,2617441.35,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",225,225,2617441.35,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",226,226,2617441.35,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",227,227,2617441.35,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",228,228,2617441.35,"Substance Use Disorder: Transportation",,"HF","A0100","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",229,229,2617441.35,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",230,230,2617441.35,"Substance Use Disorder: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",231,231,2617441.35,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",232,232,2617441.35,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",233,233,2617441.35,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",234,234,2617441.35,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,302.00
"Tuscola",235,235,2617441.35,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",236,236,2617441.35,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,302.00
"Tuscola",237,237,2617441.35,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,302.00
"Tuscola",239,239,2617441.35,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,17112.61,302.00
"Tuscola",240,240,2617441.35,"Substance Use Disorder: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",241,241,2617441.35,"Occupational Therapy",,,"G0515","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",242,242,2617441.35,"Substance Use Disorder: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",243,243,2617441.35,"Assessment ",,,"H0002","Encounter",0.00,0.00,0.00,267.22,302.00
"Tuscola",244,244,2617441.35,"Substance Use Disorder: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",245,245,2617441.35,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",246,246,2617441.35,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",247,247,2617441.35,"Substance Use Disorder: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",248,248,2617441.35,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",249,249,2617441.35,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",250,250,2617441.35,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",251,251,2617441.35,"Substance Use Disorder: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",252,252,2617441.35,"Crisis Residential Services",,,"H0018","Day",1.00,12.00,5439.72,14758.26,302.00
"Tuscola",253,253,2617441.35,"Substance Use Disorder: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",254,254,2617441.35,"Substance Use Disorder: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",255,255,2617441.35,"Substance Use Disorder: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",256,256,2617441.35,"Substance Use Disorder: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",257,257,2617441.35,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",258,258,2617441.35,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",259,259,2617441.35,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,302.00
"Tuscola",260,260,2617441.35,"Assessment ",,,"H0031","Encounter",165.00,178.00,75110.26,216071.00,302.00
"Tuscola",261,261,2617441.35,"Assessment for Autism",,"U5","H0031","Encounter",17.00,18.00,11690.41,33376.73,302.00
"Tuscola",262,262,2617441.35,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,11092.32,302.00
"Tuscola",263,263,2617441.35,"Treatment Planning",,,"H0032","Encounter",76.00,78.00,21658.11,106889.98,302.00
"Tuscola",264,264,2617441.35,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",0.00,0.00,0.00,122926.32,302.00
"Tuscola",265,265,2617441.35,"Substance Use Disorder: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",266,266,2617441.35,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",267,267,2617441.35,"Home Based Services",,,"H0036","15 Minutes",135.00,16526.00,1552295.87,1658697.95,302.00
"Tuscola",268,268,2617441.35,"Home Based Services",,"ST","H0036","15 Minutes",29.00,1716.00,162298.64,166838.46,302.00
"Tuscola",269,269,2617441.35,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",0.00,0.00,0.00,4377.54,302.00
"Tuscola",270,270,2617441.35,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",1.00,16.00,845.99,845.99,302.00
"Tuscola",271,271,2617441.35,"Substance Use Disorder: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",272,272,2617441.35,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,79371.00,302.00
"Tuscola",273,273,2617441.35,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,650405.16,302.00
"Tuscola",274,274,2617441.35,"Assertive Community Treatment (ACT)",,"TG","H0039","15 Minutes",0.00,0.00,0.00,4237.17,302.00
"Tuscola",275,275,2617441.35,"Community Living Supports in Independent living/own home",,,"H0043","Per Diem",0.00,0.00,0.00,0.00,302.00
"Tuscola",276,276,2617441.35,"Community Living Supports in Independent living/own home",,"TF","H0043","Per Diem",0.00,0.00,0.00,128844.91,302.00
"Tuscola",277,277,2617441.35,"Community Living Supports in Independent living/own home",,"TG","H0043","Per Diem",0.00,0.00,0.00,501946.77,302.00
"Tuscola",278,278,2617441.35,"Community Living Supports in Independent living/own home",,"TT","H0043","Per Diem",0.00,0.00,0.00,187032.89,302.00
"Tuscola",279,279,2617441.35,"Community Living Supports in Independent living/own home",,"TF/TT","H0043","Per Diem",0.00,0.00,0.00,582751.40,302.00
"Tuscola",280,280,2617441.35,"Community Living Supports in Independent living/own home",,"TG/TT","H0043","Per Diem",0.00,0.00,0.00,97706.96,302.00
"Tuscola",281,281,2617441.35,"Respite",,,"H0045","Day",28.00,232.00,13865.20,18656.22,302.00
"Tuscola",282,282,2617441.35,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",283,283,2617441.35,"Substance Use Disorder: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",284,284,2617441.35,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",285,285,2617441.35,"Behavior Treatment Plan Review",,,"H2000","Encounter",0.00,0.00,0.00,34006.42,302.00
"Tuscola",286,286,2617441.35,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",287,287,2617441.35,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",288,288,2617441.35,"Crisis Intervention",,,"H2011","15 Minutes",5.00,34.00,5576.24,23669.28,302.00
"Tuscola",289,289,2617441.35,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",290,290,2617441.35,"Crisis Intervention",,"TJ","H2011","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",291,291,2617441.35,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",0.00,0.00,0.00,517705.66,302.00
"Tuscola",292,292,2617441.35,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,169921.10,302.00
"Tuscola",293,293,2617441.35,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",0.00,0.00,0.00,193483.62,302.00
"Tuscola",294,294,2617441.35,"Community Living Supports (15 Minutes)",,"TT","H2015","15 Minutes",0.00,0.00,0.00,212195.82,302.00
"Tuscola",295,295,2617441.35,"Community Living Supports (Daily)",,,"H2016","Per Diem",0.00,0.00,0.00,4913820.86,302.00
"Tuscola",296,296,2617441.35,"Behavior Services",,,"H2019","15 Minutes",0.00,0.00,0.00,44427.49,302.00
"Tuscola",297,297,2617441.35,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,13571.90,302.00
"Tuscola",298,298,2617441.35,"Wraparound",,,"H2021","15 Minutes",1.00,25.00,1243.57,1243.57,302.00
"Tuscola",299,299,2617441.35,"Wraparound (SED Waiver)",,,"H2022","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",300,300,2617441.35,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",301,301,2617441.35,"Supported Employment Services",,,"H2023","15 minutes",0.00,0.00,0.00,17651.93,302.00
"Tuscola",302,302,2617441.35,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",303,303,2617441.35,"Substance Use Disorder: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",304,304,2617441.35,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,17469.12,302.00
"Tuscola",305,305,2617441.35,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",306,306,2617441.35,"Substance Use Disorder: Recovery Housing",,,"H2034","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",307,307,2617441.35,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,302.00
"Tuscola",308,308,2617441.35,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,302.00
"Tuscola",310,310,2617441.35,"Telemedicine Facility Fee",,"GT","Q3014","Per Service",78.00,174.00,6903.72,79035.67,302.00
"Tuscola",311,311,2617441.35,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",312,312,2617441.35,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",313,313,2617441.35,"Substance Use Disorder: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,302.00
"Tuscola",314,314,2617441.35,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",315,315,2617441.35,"Family Training",,,"S5111","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",316,316,2617441.35,"Family Training",,"HA","S5111","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",317,317,2617441.35,"Family Training",,"HM","S5111","Encounter",5.00,48.00,16948.66,19420.34,302.00
"Tuscola",319,319,2617441.35,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",320,320,2617441.35,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",321,321,2617441.35,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",322,322,2617441.35,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,302.00
"Tuscola",323,323,2617441.35,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",324,324,2617441.35,"Personal Emergency Response System (PERS)",,,"S5161","Month",0.00,0.00,0.00,0.00,302.00
"Tuscola",325,325,2617441.35,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,302.00
"Tuscola",326,326,2617441.35,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,302.00
"Tuscola",327,327,2617441.35,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",334,334,2617441.35,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,1097.32,302.00
"Tuscola",335,335,2617441.35,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,384.06,302.00
"Tuscola",336,336,2617441.35,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",337,337,2617441.35,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",338,338,2617441.35,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,302.00
"Tuscola",339,339,2617441.35,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",2.00,3.00,804.71,804.71,302.00
"Tuscola",340,340,2617441.35,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",341,341,2617441.35,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,302.00
"Tuscola",342,342,2617441.35,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,302.00
"Tuscola",343,343,2617441.35,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,302.00
"Tuscola",344,344,2617441.35,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,234406.23,302.00
"Tuscola",345,345,2617441.35,"Assessment",,,"T1001","Encounter",0.00,0.00,0.00,25372.25,302.00
"Tuscola",346,346,2617441.35,"Health Services",,,"T1002","Up to 15 min",4.00,4.00,476.86,150141.51,302.00
"Tuscola",347,347,2617441.35,"Respite Care",,,"T1005","15 Minutes",21.00,2049.00,4738.72,16879.06,302.00
"Tuscola",348,348,2617441.35,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",349,349,2617441.35,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",350,350,2617441.35,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",351,351,2617441.35,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",352,352,2617441.35,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",353,353,2617441.35,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",354,354,2617441.35,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",355,355,2617441.35,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",14.00,107.00,13223.49,1256771.76,302.00
"Tuscola",356,356,2617441.35,"Targeted Case Management ",,,"T1017","15 minutes",16.00,254.00,25050.33,79148.25,302.00
"Tuscola",357,357,2617441.35,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",0.00,0.00,0.00,5785.53,302.00
"Tuscola",358,358,2617441.35,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",0.00,0.00,0.00,1390101.52,302.00
"Tuscola",359,359,2617441.35,"Assessments",,,"T1023","Encounter",34.00,38.00,26758.00,80443.41,302.00
"Tuscola",360,360,2617441.35,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,302.00
"Tuscola",361,361,2617441.35,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,9057.28,302.00
"Tuscola",362,362,2617441.35,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",363,363,2617441.35,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",364,364,2617441.35,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,302.00
"Tuscola",365,365,2617441.35,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,302.00
"Tuscola",366,366,2617441.35,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",367,367,2617441.35,"Substance Use Disorder: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,302.00
"Tuscola",368,368,2617441.35,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",369,369,2617441.35,"Substance Use Disorder: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,302.00
"Tuscola",370,370,2617441.35,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,302.00
