"","FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Item","Desc","People","Undup"
"12306",2014,4,"SWMBH","Van Buren","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",85,TRUE
"12307",2014,4,"SWMBH","Van Buren","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,TRUE
"12308",2014,4,"SWMBH","Van Buren","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"12309",2014,4,"SWMBH","Van Buren","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"12310",2014,4,"SWMBH","Van Buren","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,TRUE
"12311",2014,4,"SWMBH","Van Buren","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"12312",2014,4,"SWMBH","Van Buren","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"12313",2014,4,"SWMBH","Van Buren","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",85,TRUE
"12314",2014,4,"SWMBH","Van Buren","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"12315",2014,4,"SWMBH","Van Buren","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"12316",2014,4,"SWMBH","Van Buren","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"12317",2014,4,"SWMBH","Van Buren","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"12318",2014,4,"SWMBH","Van Buren","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"12319",2014,4,"SWMBH","Van Buren","MIA","Start","total_in","1","Total # of people who telephoned or walked in",973,TRUE
"12320",2014,4,"SWMBH","Van Buren","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",117,TRUE
"12321",2014,4,"SWMBH","Van Buren","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",134,TRUE
"12322",2014,4,"SWMBH","Van Buren","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",722,TRUE
"12323",2014,4,"SWMBH","Van Buren","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",155,TRUE
"12324",2014,4,"SWMBH","Van Buren","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",567,TRUE
"12325",2014,4,"SWMBH","Van Buren","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,TRUE
"12326",2014,4,"SWMBH","Van Buren","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"12327",2014,4,"SWMBH","Van Buren","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"12328",2014,4,"SWMBH","Van Buren","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,TRUE
"12329",2014,4,"SWMBH","Van Buren","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"12330",2014,4,"SWMBH","Van Buren","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"12331",2014,4,"SWMBH","Van Buren","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",567,TRUE
"12332",2014,4,"SWMBH","Van Buren","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"12333",2014,4,"SWMBH","Van Buren","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"12334",2014,4,"SWMBH","Van Buren","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"12335",2014,4,"SWMBH","Van Buren","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"12336",2014,4,"SWMBH","Van Buren","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"12337",2014,4,"SWMBH","Van Buren","MIC","Start","total_in","1","Total # of people who telephoned or walked in",214,TRUE
"12338",2014,4,"SWMBH","Van Buren","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",19,TRUE
"12339",2014,4,"SWMBH","Van Buren","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",18,TRUE
"12340",2014,4,"SWMBH","Van Buren","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",177,TRUE
"12341",2014,4,"SWMBH","Van Buren","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",20,TRUE
"12342",2014,4,"SWMBH","Van Buren","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",157,TRUE
"12343",2014,4,"SWMBH","Van Buren","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,TRUE
"12344",2014,4,"SWMBH","Van Buren","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"12345",2014,4,"SWMBH","Van Buren","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"12346",2014,4,"SWMBH","Van Buren","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,TRUE
"12347",2014,4,"SWMBH","Van Buren","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"12348",2014,4,"SWMBH","Van Buren","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"12349",2014,4,"SWMBH","Van Buren","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",157,TRUE
"12350",2014,4,"SWMBH","Van Buren","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"12351",2014,4,"SWMBH","Van Buren","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"12352",2014,4,"SWMBH","Van Buren","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"12353",2014,4,"SWMBH","Van Buren","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"12354",2014,4,"SWMBH","Van Buren","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"12355",2014,4,"SWMBH","Van Buren","Other","Start","total_in","1","Total # of people who telephoned or walked in",0,TRUE
"12356",2014,4,"SWMBH","Van Buren","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,TRUE
"12357",2014,4,"SWMBH","Van Buren","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,TRUE
"12358",2014,4,"SWMBH","Van Buren","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",0,TRUE
"12359",2014,4,"SWMBH","Van Buren","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,TRUE
"12360",2014,4,"SWMBH","Van Buren","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",0,TRUE
"12361",2014,4,"SWMBH","Van Buren","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,TRUE
"12362",2014,4,"SWMBH","Van Buren","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"12363",2014,4,"SWMBH","Van Buren","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"12364",2014,4,"SWMBH","Van Buren","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,TRUE
"12365",2014,4,"SWMBH","Van Buren","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"12366",2014,4,"SWMBH","Van Buren","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"12367",2014,4,"SWMBH","Van Buren","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,TRUE
"12368",2014,4,"SWMBH","Van Buren","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"12369",2014,4,"SWMBH","Van Buren","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"12370",2014,4,"SWMBH","Van Buren","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"12371",2014,4,"SWMBH","Van Buren","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"12372",2014,4,"SWMBH","Van Buren","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"12373",2011,6,"CMHPSM","Washtenaw","DD","Start","total_in","1","Total # of people who telephoned or walked in",394,FALSE
"12374",2011,6,"CMHPSM","Washtenaw","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",5,FALSE
"12375",2011,6,"CMHPSM","Washtenaw","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",1,FALSE
"12376",2011,6,"CMHPSM","Washtenaw","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",388,FALSE
"12377",2011,6,"CMHPSM","Washtenaw","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",22,FALSE
"12378",2011,6,"CMHPSM","Washtenaw","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",366,FALSE
"12379",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",23,FALSE
"12380",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12381",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12382",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",23,FALSE
"12383",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",23,FALSE
"12384",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12385",2011,6,"CMHPSM","Washtenaw","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",320,FALSE
"12386",2011,6,"CMHPSM","Washtenaw","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",5,FALSE
"12387",2011,6,"CMHPSM","Washtenaw","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",320,FALSE
"12388",2011,6,"CMHPSM","Washtenaw","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",2,FALSE
"12389",2011,6,"CMHPSM","Washtenaw","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",2,FALSE
"12390",2011,6,"CMHPSM","Washtenaw","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12391",2011,6,"CMHPSM","Washtenaw","MIA","Start","total_in","1","Total # of people who telephoned or walked in",3047,FALSE
"12392",2011,6,"CMHPSM","Washtenaw","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",28,FALSE
"12393",2011,6,"CMHPSM","Washtenaw","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",151,FALSE
"12394",2011,6,"CMHPSM","Washtenaw","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",2868,FALSE
"12395",2011,6,"CMHPSM","Washtenaw","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",557,FALSE
"12396",2011,6,"CMHPSM","Washtenaw","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",2311,FALSE
"12397",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",122,FALSE
"12398",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12399",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12400",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",648,FALSE
"12401",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",648,FALSE
"12402",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12403",2011,6,"CMHPSM","Washtenaw","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",1541,FALSE
"12404",2011,6,"CMHPSM","Washtenaw","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",955,FALSE
"12405",2011,6,"CMHPSM","Washtenaw","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",1541,FALSE
"12406",2011,6,"CMHPSM","Washtenaw","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",11,FALSE
"12407",2011,6,"CMHPSM","Washtenaw","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",11,FALSE
"12408",2011,6,"CMHPSM","Washtenaw","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12409",2011,6,"CMHPSM","Washtenaw","MIC","Start","total_in","1","Total # of people who telephoned or walked in",794,FALSE
"12410",2011,6,"CMHPSM","Washtenaw","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",6,FALSE
"12411",2011,6,"CMHPSM","Washtenaw","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",5,FALSE
"12412",2011,6,"CMHPSM","Washtenaw","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",783,FALSE
"12413",2011,6,"CMHPSM","Washtenaw","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",107,FALSE
"12414",2011,6,"CMHPSM","Washtenaw","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",676,FALSE
"12415",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",29,FALSE
"12416",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12417",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12418",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",119,FALSE
"12419",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",119,FALSE
"12420",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12421",2011,6,"CMHPSM","Washtenaw","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",528,FALSE
"12422",2011,6,"CMHPSM","Washtenaw","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",173,FALSE
"12423",2011,6,"CMHPSM","Washtenaw","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",528,FALSE
"12424",2011,6,"CMHPSM","Washtenaw","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"12425",2011,6,"CMHPSM","Washtenaw","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"12426",2011,6,"CMHPSM","Washtenaw","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12427",2011,6,"CMHPSM","Washtenaw","Other","Start","total_in","1","Total # of people who telephoned or walked in",4851,FALSE
"12428",2011,6,"CMHPSM","Washtenaw","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",4851,FALSE
"12429",2011,6,"CMHPSM","Washtenaw","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",156,FALSE
"12430",2011,6,"CMHPSM","Washtenaw","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",0,FALSE
"12431",2011,6,"CMHPSM","Washtenaw","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,FALSE
"12432",2011,6,"CMHPSM","Washtenaw","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",0,FALSE
"12433",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"12434",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12435",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12436",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"12437",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"12438",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12439",2011,6,"CMHPSM","Washtenaw","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,FALSE
"12440",2011,6,"CMHPSM","Washtenaw","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"12441",2011,6,"CMHPSM","Washtenaw","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"12442",2011,6,"CMHPSM","Washtenaw","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"12443",2011,6,"CMHPSM","Washtenaw","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"12444",2011,6,"CMHPSM","Washtenaw","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12445",2012,6,"CMHPSM","Washtenaw","DD","Start","total_in","1","Total # of people who telephoned or walked in",227,FALSE
"12446",2012,6,"CMHPSM","Washtenaw","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",44,FALSE
"12447",2012,6,"CMHPSM","Washtenaw","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",6,FALSE
"12448",2012,6,"CMHPSM","Washtenaw","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",182,FALSE
"12449",2012,6,"CMHPSM","Washtenaw","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",6,FALSE
"12450",2012,6,"CMHPSM","Washtenaw","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",172,FALSE
"12451",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",17,FALSE
"12452",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12453",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12454",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",7,FALSE
"12455",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",7,FALSE
"12456",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12457",2012,6,"CMHPSM","Washtenaw","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",132,FALSE
"12458",2012,6,"CMHPSM","Washtenaw","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",2,FALSE
"12459",2012,6,"CMHPSM","Washtenaw","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",132,FALSE
"12460",2012,6,"CMHPSM","Washtenaw","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",1,FALSE
"12461",2012,6,"CMHPSM","Washtenaw","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"12462",2012,6,"CMHPSM","Washtenaw","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12463",2012,6,"CMHPSM","Washtenaw","MIA","Start","total_in","1","Total # of people who telephoned or walked in",2670,FALSE
"12464",2012,6,"CMHPSM","Washtenaw","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",852,FALSE
"12465",2012,6,"CMHPSM","Washtenaw","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",96,FALSE
"12466",2012,6,"CMHPSM","Washtenaw","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1784,FALSE
"12467",2012,6,"CMHPSM","Washtenaw","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",308,FALSE
"12468",2012,6,"CMHPSM","Washtenaw","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",1451,FALSE
"12469",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",406,FALSE
"12470",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"12471",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"12472",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",228,FALSE
"12473",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",228,FALSE
"12474",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"12475",2012,6,"CMHPSM","Washtenaw","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",806,FALSE
"12476",2012,6,"CMHPSM","Washtenaw","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",117,FALSE
"12477",2012,6,"CMHPSM","Washtenaw","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",806,FALSE
"12478",2012,6,"CMHPSM","Washtenaw","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",7,FALSE
"12479",2012,6,"CMHPSM","Washtenaw","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"12480",2012,6,"CMHPSM","Washtenaw","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"12481",2012,6,"CMHPSM","Washtenaw","MIC","Start","total_in","1","Total # of people who telephoned or walked in",786,FALSE
"12482",2012,6,"CMHPSM","Washtenaw","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",193,FALSE
"12483",2012,6,"CMHPSM","Washtenaw","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",2,FALSE
"12484",2012,6,"CMHPSM","Washtenaw","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",593,FALSE
"12485",2012,6,"CMHPSM","Washtenaw","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",61,FALSE
"12486",2012,6,"CMHPSM","Washtenaw","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",523,FALSE
"12487",2012,6,"CMHPSM","Washtenaw","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",99,FALSE
"12488",2012,6,"CMHPSM","Washtenaw","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
